year,source_rank,car_number,driver_name,official_speed_mph,official_lap1_s,official_lap2_s,official_lap3_s,official_lap4_s,timing_lap1_s,timing_lap2_s,timing_lap3_s,timing_lap4_s,lap_match_abs_sum_s,lap_match_abs_max_s,match_quality,timestamp_quality,attempt_start_ts,attempt_mid_ts,attempt_end_ts,attempt_start_utc,attempt_mid_utc,attempt_end_utc,attempt_mid_indianapolis,timing_root,timing_analysis_file,candidate_id
2019,60,59,"Chilton, Max",226.321,39.6954,39.7075,39.7335,39.9297,39.6954,39.7075,39.7335,39.86,0.06969999999999743,0.06969999999999743,PLAUSIBLE,PARENT_END_BACKCALC,1558213880.1682389,1558213959.6664388,1558214039.164639,2019-05-18T21:11:20.168239+00:00,2019-05-18T21:12:39.666439+00:00,2019-05-18T21:13:59.164639+00:00,2019-05-18T17:12:39.666439-04:00,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,LEGACY_2019_59_100
2019,48,5T,"Hinchcliffe, James",226.956,39.5843,39.6441,39.6938,39.699,39.5843,39.6441,39.9725,39.6938,0.2838999999999885,0.2786999999999935,WEAK,PARENT_END_DIRECT,1558215210.608324,1558215290.055674,1558215369.503024,2019-05-18T21:33:30.608324+00:00,2019-05-18T21:34:50.055674+00:00,2019-05-18T21:36:09.503024+00:00,2019-05-18T17:34:50.055674-04:00,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,LEGACY_2019_5T_111
2019,58,5T,"Hinchcliffe, James",226.53,39.6008,39.6904,39.6559,39.9725,39.9725,39.5843,39.6441,39.9725,0.4895999999999958,0.37169999999999703,WEAK,PARENT_END_BACKCALC,1558215170.6358242,1558215250.2225242,1558215329.8092241,2019-05-18T21:32:50.635824+00:00,2019-05-18T21:34:10.222524+00:00,2019-05-18T21:35:29.809224+00:00,2019-05-18T17:34:10.222524-04:00,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,LEGACY_2019_5T_110
2019,25,60,"Harvey, Jack",227.695,39.3759,39.4859,39.54,39.7045,39.3759,39.4859,39.54,39.7045,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558194920.7339299,1558194999.7870798,1558195078.84023,2019-05-18T15:55:20.733930+00:00,2019-05-18T15:56:39.787080+00:00,2019-05-18T15:57:58.840230+00:00,2019-05-18T11:56:39.787080-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_60_6
2019,6,63,"Jones, Ed",229.44,38.9585,39.1186,39.2825,39.5439,38.9585,39.1186,39.2825,39.5439,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558196076.937928,1558196155.389678,1558196233.841428,2019-05-18T16:14:36.937928+00:00,2019-05-18T16:15:55.389678+00:00,2019-05-18T16:17:13.841428+00:00,2019-05-18T12:15:55.389678-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_63_7
2019,40,66,"Alonso, Fernando",227.224,39.4738,39.6072,39.6613,39.6916,39.6191,39.6813,39.7435,39.7358,0.3458000000000041,0.14530000000000598,WEAK,PARENT_END_BACKCALC,1558212018.790126,1558212098.179976,1558212177.5698261,2019-05-18T20:40:18.790126+00:00,2019-05-18T20:41:38.179976+00:00,2019-05-18T20:42:57.569826+00:00,2019-05-18T16:41:38.179976-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_66_8
2019,47,66,"Alonso, Fernando",227.0,39.51,39.5596,39.7772,39.7435,39.6191,39.6813,39.7435,39.7358,0.2722000000000051,0.12169999999999703,WEAK,PARENT_END_BACKCALC,1558212373.795234,1558212453.1850839,1558212532.574934,2019-05-18T20:46:13.795234+00:00,2019-05-18T20:47:33.185084+00:00,2019-05-18T20:48:52.574934+00:00,2019-05-18T16:47:33.185084-04:00,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_66_92
2019,69,66,"Alonso, Fernando",225.113,39.6527,39.9934,40.0639,40.21,39.6527,39.9934,40.0639,40.21,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558197223.9272568,1558197303.8872569,1558197383.847257,2019-05-18T16:33:43.927257+00:00,2019-05-18T16:35:03.887257+00:00,2019-05-18T16:36:23.847257+00:00,2019-05-18T12:35:03.887257-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_66_50
2019,70,66,"Alonso, Fernando",224.414,39.6191,39.6813,39.7358,41.3816,39.6813,39.7435,39.7358,41.3816,0.12439999999999429,0.062199999999997146,PLAUSIBLE,PARENT_END_DIRECT,1558212058.409226,1558212138.680326,1558212218.951426,2019-05-18T20:40:58.409226+00:00,2019-05-18T20:42:18.680326+00:00,2019-05-18T20:43:38.951426+00:00,2019-05-18T16:42:18.680326-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_66_9
2019,13,7,"Ericsson, Marcus",228.511,39.2987,39.4361,39.3971,39.4096,39.2987,39.4361,39.3971,39.4096,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558195531.305024,1558195610.075774,1558195688.846524,2019-05-18T16:05:31.305024+00:00,2019-05-18T16:06:50.075774+00:00,2019-05-18T16:08:08.846524+00:00,2019-05-18T12:06:50.075774-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_7_28
2019,19,77,"Servia, Oriol",227.991,39.3764,39.4116,39.5047,39.6082,39.3764,39.4116,39.5047,39.6082,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558199565.96953,1558199644.91998,1558199723.87043,2019-05-18T17:12:45.969530+00:00,2019-05-18T17:14:04.919980+00:00,2019-05-18T17:15:23.870430+00:00,2019-05-18T13:14:04.919980-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_77_0
2019,56,81,"Hanley, Ben",226.692,39.5568,39.6378,39.7259,39.8856,39.5568,39.6378,39.7259,39.8856,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_BACKCALC,1558206805.057412,1558206884.4604619,1558206963.8635118,2019-05-18T19:13:25.057412+00:00,2019-05-18T19:14:44.460462+00:00,2019-05-18T19:16:03.863512+00:00,2019-05-18T15:14:44.460462-04:00,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_81_127
2019,63,81,"Hanley, Ben",225.95,39.5982,39.7666,39.9345,40.0282,39.5982,39.7666,39.9345,40.0282,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558205049.6343899,1558205129.2981398,1558205208.96189,2019-05-18T18:44:09.634390+00:00,2019-05-18T18:45:29.298140+00:00,2019-05-18T18:46:48.961890+00:00,2019-05-18T14:45:29.298140-04:00,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_81_126
2019,5,88,"Herta, Colton",229.478,39.166,39.2037,39.2797,39.2285,39.1869,39.2732,39.3191,39.4036,0.3049000000000106,0.17510000000000048,WEAK,PARENT_END_DIRECT,1558206846.5663118,1558206925.1577117,1558207003.749112,2019-05-18T19:14:06.566312+00:00,2019-05-18T19:15:25.157712+00:00,2019-05-18T19:16:43.749112+00:00,2019-05-18T15:15:25.157712-04:00,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_88_120
2019,31,88,"Herta, Colton",229.033,39.1869,39.2732,39.3191,39.4036,39.1869,39.2732,39.3191,39.4036,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558203351.6749249,1558203430.2663248,1558203508.857725,2019-05-18T18:15:51.674925+00:00,2019-05-18T18:17:10.266325+00:00,2019-05-18T18:18:28.857725+00:00,2019-05-18T14:17:10.266325-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_88_48
2019,18,9,"Dixon, Scott",228.1,39.3605,39.4468,39.4603,39.558,39.4031,39.4315,39.5284,39.6109,0.17890000000000583,0.06810000000000116,PLAUSIBLE,PARENT_END_DIRECT,1558199895.874245,1558199974.8611948,1558200053.848145,2019-05-18T17:18:15.874245+00:00,2019-05-18T17:19:34.861195+00:00,2019-05-18T17:20:53.848145+00:00,2019-05-18T13:19:34.861195-04:00,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_9_158
2019,38,9,"Dixon, Scott",227.886,39.4031,39.4315,39.5284,39.6109,39.4031,39.4315,39.5284,39.6109,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558199855.874071,1558199934.8610208,1558200013.847971,2019-05-18T17:17:35.874071+00:00,2019-05-18T17:18:54.861021+00:00,2019-05-18T17:20:13.847971+00:00,2019-05-18T13:18:54.861021-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_9_63
