transition_id,year,session_id,car_number,driver_name,team_name,before_attempt_id,after_attempt_id,before_run_index,after_run_index,before_time_utc,after_time_utc,before_time_class,after_time_class,elapsed_between_performance_observations_min,elapsed_semantic,before_four_lap_average_speed_mph,after_four_lap_average_speed_mph,delta_four_lap_average_speed_mph,before_lap1_to_lap4_delta_mph,after_lap1_to_lap4_delta_mph,delta_lap1_to_lap4_shape_mph,before_late_run_fade_mph,after_late_run_fade_mph,delta_late_run_fade_mph,fade_retention_improved,speed_improved,before_ptsc_track_c,after_ptsc_track_c,delta_ptsc_track_c,ptsc_track_change_rate_c_per_min,before_ptsc_ambient_c,after_ptsc_ambient_c,delta_ptsc_ambient_c,ptsc_ambient_change_rate_c_per_min,delta_ptsc_humidity,delta_ptsc_wind,before_forecast_temp_c,after_forecast_temp_c,delta_forecast_temp_c,forecast_temp_change_rate_c_per_min,delta_forecast_relative_humidity_pct,delta_forecast_wind_speed_10m_ms,delta_forecast_gust_ms,delta_forecast_pressure_hpa,delta_forecast_cloud_cover_pct,delta_forecast_shortwave_radiation_wm2,forecast_shortwave_change_rate_wm2_per_min,hrrr_pair_available,ptsc_pair_available,full_environment_pair_available,strategy_before_lane_action,strategy_after_lane_action,performance_dataset_inclusion_depends_on_action,in_frozen_39,previous_track_temp_c,previous_air_temp_c,previous_dewpoint_c,previous_relative_humidity_pct,previous_pressure_hpa,previous_air_density_kg_m3,previous_wind_speed_ms,previous_gust_ms,previous_wind_direction_deg,previous_wind_u_ms,previous_wind_v_ms,previous_solar_elevation_deg,previous_solar_zenith_deg,previous_solar_azimuth_deg,previous_shortwave_radiation_wm2,previous_cloud_cover_pct,next_track_temp_c,next_air_temp_c,next_dewpoint_c,next_relative_humidity_pct,next_pressure_hpa,next_air_density_kg_m3,next_wind_speed_ms,next_gust_ms,next_wind_direction_deg,next_wind_u_ms,next_wind_v_ms,next_solar_elevation_deg,next_solar_zenith_deg,next_solar_azimuth_deg,next_shortwave_radiation_wm2,next_cloud_cover_pct,delta_track_temp_c,delta_air_temp_c,delta_dewpoint_c,delta_relative_humidity_pct,delta_pressure_hpa,delta_air_density_kg_m3,delta_wind_speed_ms,delta_gust_ms,delta_wind_direction_deg,delta_wind_u_ms,delta_wind_v_ms,delta_solar_elevation_deg,delta_solar_zenith_deg,delta_solar_azimuth_deg,delta_shortwave_radiation_wm2,delta_cloud_cover_pct,physical_link_quality,exclusion_reason,_frozen39,_pair_key,analysis_source
33a57398-b346-53e3-b5e5-369a3ca71efc__TO__b4a08fbf-93db-50a2-9416-96b3b9d1b41a,2020,INDY500_DAY1_2020,9,Scott Dixon,Chip Ganassi Racing,33a57398-b346-53e3-b5e5-369a3ca71efc,b4a08fbf-93db-50a2-9416-96b3b9d1b41a,2.0,3.0,2020-08-15T18:00:45Z,2020-08-15T19:15:00Z,APPROXIMATE_POINT,APPROXIMATE_POINT,74.25,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,231.053,231.155,0.102,-0.975,-1.858,-0.883,-0.726,-1.1945,-0.4685,False,True,50.055556,51.111111,1.055556,0.01421624,30.5,29.444444,-1.055556,-0.01421624,0.009,-2.95,29.892553,31.02382,1.131268,0.01523593,-3.299691,-0.148767,0.100728,-0.71625,0.0,-72.4,-0.97508418,True,True,True,UNKNOWN,UNKNOWN,False,True,50.0,29.89255295,18.45642204,50.3426897,987.59125,1.12609076,0.6517202647,1.368391869,64.2902584,-0.5872020937,-0.2827242553,63.99946971,26.00053029,186.201162,919.15,0.0,51.11111111,31.0238205,18.40072403,47.04299854,986.875,1.12111438,0.5029536912,1.469119951,352.4393375,0.06617654522,-0.498581067,58.02892363,31.97107637,221.8969454,846.75,0.0,1.11111111,1.131267548,-0.05569801331,-3.299691167,-0.71625,-0.004976379792,-0.1487665734,0.1007280825,-71.85092092,0.6533786389,-0.2158568117,-5.97054608,5.97054608,35.6957834,-72.4,0.0,FROZEN_39_FULL_ENVIRONMENT,,True,2020|9|231.053|231.155,FROZEN_39
6992580a-0371-5eda-b01d-2adaca099ff4__TO__5aa71106-e201-5143-bb9a-21ccf4063a9e,2021,INDY500_DAY1_2021,12,Will Power,Team Penske,6992580a-0371-5eda-b01d-2adaca099ff4,5aa71106-e201-5143-bb9a-21ccf4063a9e,1.0,2.0,2021-05-22T17:21:36Z,2021-05-22T21:33:54Z,APPROXIMATE_POINT,APPROXIMATE_POINT,252.3,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,229.052,229.228,0.176,-0.656,-0.432,0.224,-0.5725,-0.243,0.3295,True,True,38.333333,45.411111,7.077778,0.02805302,27.777778,30.555556,2.777778,0.01100982,-0.073,0.42,26.966145,28.690112,1.723967,0.00683301,-3.995027,-0.370826,-1.272302,-2.922,-54.24,-190.805,-0.75626239,True,True,True,PRIORITY_LANE,UNKNOWN,False,True,38.33333333,26.96614502,12.2397467,40.0677664,1001.448,1.156221805,3.327090728,5.288500539,227.4470445,2.450910067,2.250016124,70.02549706,19.97450294,166.3773943,758.8,100.0,45.55555556,28.6901123,12.18204132,36.0727395,998.526,1.146269106,2.956265092,4.016198785,272.6541087,2.953093861,-0.1368939088,37.03846979,52.96153021,266.4011964,567.995,45.76,7.22222223,1.723967285,-0.0577053833,-3.9950269,-2.922,-0.009952698726,-0.3708256364,-1.272301754,45.20706422,0.502183794,-2.386910033,-32.98702727,32.98702727,100.0238021,-190.805,-54.24,FROZEN_39_FULL_ENVIRONMENT,,True,2021|12|229.052|229.228,FROZEN_39
8f660bff-74bd-551e-9007-95b730f87e7d__TO__adc26df0-920d-5dc7-a952-03b3fb57700a,2021,INDY500_DAY1_2021,16,Simona De Silvestro,Paretta Autosport,8f660bff-74bd-551e-9007-95b730f87e7d,adc26df0-920d-5dc7-a952-03b3fb57700a,1.0,2.0,2021-05-22T18:26:36Z,2021-05-22T21:30:13Z,APPROXIMATE_POINT,APPROXIMATE_POINT,183.616667,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,228.173,228.395,0.222,-2.358,-3.653,-1.295,-1.363,-1.9635,-0.6005,False,True,38.207407,45.547531,7.340123,0.03997526,27.777778,30.555556,2.777778,0.01512814,-0.069856,0.985556,28.011893,28.69251,0.680617,0.00370673,0.65398,-0.577417,-1.053971,-2.398556,-48.346667,-220.209167,-1.19928746,True,True,True,UNKNOWN,UNKNOWN,False,True,37.77777778,28.01189321,11.30211599,35.43871833,1000.9,1.151946816,3.527704939,5.0904424,261.2699805,3.486834712,0.5354305057,68.20383036,21.79616964,209.7530535,799.07,100.0,45.55555556,28.69251031,12.19256631,36.09269791,998.5014444,1.14622737,2.950288019,4.036471031,273.3676891,2.945193207,-0.1733100249,37.74400045,52.25599955,265.7744266,578.8608333,51.65333333,7.77777778,0.6806170993,0.8904503208,0.6539795729,-2.398555556,-0.005719445784,-0.5774169199,-1.05397137,12.09770864,-0.5416415045,-0.7087405306,-30.45982991,30.45982991,56.0213731,-220.2091667,-48.34666667,FROZEN_39_FULL_ENVIRONMENT,,True,2021|16|228.173|228.395,FROZEN_39
4e9e7c88-ddeb-5840-93be-4f539f6eaf04__TO__4085390f-e83a-5315-8def-464aeb920059,2021,INDY500_DAY1_2021,18,Ed Jones,Dale Coyne Racing with Vasser-Sullivan,4e9e7c88-ddeb-5840-93be-4f539f6eaf04,4085390f-e83a-5315-8def-464aeb920059,1.0,2.0,2021-05-22T16:19:56Z,2021-05-22T21:07:57Z,APPROXIMATE_POINT,APPROXIMATE_POINT,288.016667,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,230.246,231.044,0.798,-0.924,-1.097,-0.173,-0.622,-0.6995,-0.0775,False,True,34.62716,46.338889,11.711728,0.04066337,26.666667,30.0,3.333333,0.0115734,-0.1253,-0.342222,25.154952,28.764865,3.609913,0.01253369,-17.88509,0.952904,-0.03059,-2.046139,-94.6625,122.768333,0.42625427,True,True,True,UNKNOWN,UNKNOWN,False,True,34.44444444,25.15495209,14.15395001,50.80826253,1001.332889,1.162270656,2.247504509,4.639739174,207.2611158,1.029461309,1.997870349,63.83442734,26.16557266,132.3254725,528.6466667,100.0,47.22222222,28.76486496,10.84879921,32.92317204,999.28675,1.147385455,3.200408623,4.609149557,258.0322328,3.130845855,0.6636411594,41.99340536,48.00659464,261.8207176,651.415,5.3375,12.77777778,3.609912872,-3.305150799,-17.88509048,-2.046138889,-0.01488520099,0.9529041141,-0.03058961784,50.77111699,2.101384546,-1.33422919,-21.84102198,21.84102198,129.4952451,122.7683333,-94.6625,FROZEN_39_FULL_ENVIRONMENT,,True,2021|18|230.246|231.044,FROZEN_39
c4c9ba22-d28c-5937-b36c-72fffbbb67b5__TO__2493785c-dc47-5ba6-8d28-5398e7a11983,2021,INDY500_DAY1_2021,2,Josef Newgarden,Team Penske,c4c9ba22-d28c-5937-b36c-72fffbbb67b5,2493785c-dc47-5ba6-8d28-5398e7a11983,1.0,2.0,2021-05-22T16:39:06Z,2021-05-22T18:44:56Z,APPROXIMATE_POINT,APPROXIMATE_POINT,125.833333,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,230.049,230.071,0.022,-0.609,-1.468,-0.859,-0.501,-0.905,-0.404,False,True,35.674074,39.439506,3.765432,0.02992396,27.003704,27.777778,0.774074,0.00615158,-0.035733,0.393333,25.981868,28.528421,2.546554,0.02023751,-12.828358,0.201611,-0.628702,-1.294611,-19.084444,139.11,1.10550993,True,True,True,UNKNOWN,UNKNOWN,False,True,35.0,25.98186773,13.48035673,46.57775627,1001.5955,1.159667721,2.902814802,5.59000413,203.1263333,1.140109039,2.669547743,66.36259576,23.63740424,141.1695028,770.4633333,100.0,38.33333333,28.52842136,10.97657077,33.74939781,1000.300889,1.149407481,3.104425511,4.961302427,262.2055142,3.075743404,0.4210228759,66.19913911,23.80086089,219.5861679,909.5733333,80.91555556,3.33333333,2.546553633,-2.503785951,-12.82835846,-1.294611111,-0.01026023929,0.2016107091,-0.6287017037,59.07918092,1.935634365,-2.248524867,-0.16345665,0.16345665,78.4166651,139.11,-19.08444444,FROZEN_39_FULL_ENVIRONMENT,,True,2021|2|230.049|230.071,FROZEN_39
407a503c-1695-5af6-9b88-28e9d802c8d1__TO__c10dbae2-ca30-5e09-88ab-298fcf7fa163,2021,INDY500_DAY1_2021,21,Rinus VeeKay,ECR,407a503c-1695-5af6-9b88-28e9d802c8d1,c10dbae2-ca30-5e09-88ab-298fcf7fa163,1.0,2.0,2021-05-22T16:43:16Z,2021-05-22T18:49:55Z,APPROXIMATE_POINT,APPROXIMATE_POINT,126.65,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,230.841,231.483,0.642,-1.422,-1.128,0.294,-0.9685,-0.7445,0.224,True,True,35.982716,40.537037,4.554321,0.0359599,27.158025,28.141975,0.983951,0.00776905,-0.0279,0.115556,26.103037,28.597972,2.494935,0.01969945,-12.317959,0.086876,-0.688691,-1.381889,-12.772222,143.489444,1.13296048,True,True,True,UNKNOWN,UNKNOWN,False,True,35.0,26.10303735,13.2411805,45.47593843,1001.616333,1.15932759,2.976183545,5.605261797,205.3990661,1.276545866,2.688512441,66.85328653,23.14671347,143.2980624,760.6022222,100.0,39.44444444,28.59797228,10.7850168,33.15797934,1000.234444,1.149138179,3.063059185,4.916571059,260.9915631,3.025277252,0.4796135099,65.57428735,24.42571265,222.0034525,904.0916667,87.22777778,4.44444444,2.49493493,-2.456163703,-12.31795909,-1.381888889,-0.01018941013,0.08687563997,-0.688690738,55.59249691,1.748731386,-2.208898931,-1.27899918,1.27899918,78.7053901,143.4894444,-12.77222222,FROZEN_39_FULL_ENVIRONMENT,,True,2021|21|230.841|231.483,FROZEN_39
8c31470a-6324-527c-bfc3-fe19d8c1dc4d__TO__09935cc4-f542-569f-b50c-7460e0663860,2021,INDY500_DAY1_2021,25,Stefan Wilson,Andretti Autosport,8c31470a-6324-527c-bfc3-fe19d8c1dc4d,09935cc4-f542-569f-b50c-7460e0663860,1.0,2.0,2021-05-22T16:29:56Z,2021-05-22T19:06:36Z,APPROXIMATE_POINT,APPROXIMATE_POINT,156.666667,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,229.714,229.694,-0.02,-0.539,-1.412,-0.873,-0.3835,-0.948,-0.5645,False,False,34.997531,43.511111,8.51358,0.054342,26.666667,29.133333,2.466667,0.01574468,-0.0744,0.991111,25.508941,28.687147,3.178206,0.02028642,-16.991199,0.738909,0.055823,-1.310556,0.0,261.523333,1.66929787,True,True,True,UNKNOWN,UNKNOWN,False,True,34.44444444,25.50894073,13.87242281,48.89614909,1001.399556,1.161099592,2.290799062,4.752267701,213.9378365,1.278937317,1.900547206,65.20507504,24.79492496,136.7511655,581.6466667,100.0,42.77777778,28.68714661,10.32604919,31.90495023,1000.089,1.148800815,3.029707578,4.808090847,258.4778839,2.968651928,0.6051724831,63.28153083,26.71846917,229.3574136,843.17,100.0,8.33333334,3.178205872,-3.546373613,-16.99119887,-1.310555556,-0.01229877742,0.738908516,0.05582314641,44.54004743,1.689714611,-1.295374722,-1.92354421,1.92354421,92.6062481,261.5233333,0.0,FROZEN_39_FULL_ENVIRONMENT,,True,2021|25|229.714|229.694,FROZEN_39
09935cc4-f542-569f-b50c-7460e0663860__TO__8ac7badc-828c-5c70-bbf4-d92f136c2564,2021,INDY500_DAY1_2021,25,Stefan Wilson,Andretti Autosport,09935cc4-f542-569f-b50c-7460e0663860,8ac7badc-828c-5c70-bbf4-d92f136c2564,2.0,3.0,2021-05-22T19:06:36Z,2021-05-22T21:12:26Z,APPROXIMATE_POINT,APPROXIMATE_POINT,125.833333,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,229.694,229.632,-0.062,-1.412,-0.98,0.432,-0.948,-0.7025,0.2455,True,False,43.511111,45.840741,2.32963,0.01851361,29.133333,30.0,0.866667,0.00688742,-0.053889,0.0,28.687147,28.756213,0.069067,0.00054887,0.663184,0.215258,-0.171755,-0.809722,-95.036111,-205.055556,-1.62958057,True,True,True,UNKNOWN,UNKNOWN,False,True,42.77777778,28.68714661,10.32604919,31.90495023,1000.089,1.148800815,3.029707578,4.808090847,258.4778839,2.968651928,0.6051724831,63.28153083,26.71846917,229.3574136,843.17,100.0,47.22222222,28.75621334,10.67078893,32.56813384,999.2792778,1.147476428,3.244965648,4.636336187,257.9585459,3.173566404,0.6769625796,41.14054045,48.85945955,262.6419804,638.1144444,4.963888889,4.44444444,0.06906673855,0.3447397359,0.6631836156,-0.8097222222,-0.001324386843,0.21525807,-0.1717546604,-0.5193379819,0.2049144755,0.0717900965,-22.14099038,22.14099038,33.2845668,-205.0555556,-95.03611111,FROZEN_39_FULL_ENVIRONMENT,,True,2021|25|229.694|229.632,FROZEN_39
e9da8645-6367-51bf-8601-3670e9e76c5e__TO__90108456-7f40-5313-a9ff-43273b65d2f0,2021,INDY500_DAY1_2021,26,Colton Herta,Andretti Global w/ Curb-Agajanian,e9da8645-6367-51bf-8601-3670e9e76c5e,90108456-7f40-5313-a9ff-43273b65d2f0,1.0,2.0,2021-05-22T18:12:27Z,2021-05-22T20:25:16Z,APPROXIMATE_POINT,APPROXIMATE_POINT,132.816667,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,231.648,230.229,-1.419,-1.424,-1.277,0.147,-0.9375,-0.788,0.1495,True,False,37.777778,48.333333,10.555556,0.07947463,27.683333,30.380247,2.696914,0.02030554,-0.054856,1.461111,27.942981,28.732696,0.789714,0.0059459,-6.323952,0.191325,-0.115698,-1.389444,-30.741111,-82.196389,-0.61887104,True,True,True,UNKNOWN,UNKNOWN,False,True,37.77777778,27.94298134,11.55720146,36.1757893,1000.9,1.152110773,3.392331116,5.146013954,262.203483,3.360972709,0.460187846,69.37207421,20.62792579,201.1598502,813.9275,100.0,48.33333333,28.73269572,9.36566998,29.85183694,999.5105556,1.148301084,3.58365588,5.03031638,258.1470897,3.507245627,0.7360825907,49.99007249,40.00992751,253.1301144,731.7311111,69.25888889,10.55555555,0.7897143809,-2.191531482,-6.323952352,-1.389444444,-0.003809688644,0.1913247636,-0.1156975738,-4.056393343,0.1462729178,0.2758947447,-19.38200172,19.38200172,51.9702642,-82.19638889,-30.74111111,FROZEN_39_FULL_ENVIRONMENT,,True,2021|26|231.648|230.229,FROZEN_39
099ab32a-d351-5011-931c-148b9f3d7921__TO__a5d8e516-48e0-58b8-ac13-213c753fc12d,2021,INDY500_DAY1_2021,4,Dalton Kellett,A.J. Foyt Enterprises,099ab32a-d351-5011-931c-148b9f3d7921,a5d8e516-48e0-58b8-ac13-213c753fc12d,1.0,2.0,2021-05-22T17:44:56Z,2021-05-22T21:46:39Z,APPROXIMATE_POINT,APPROXIMATE_POINT,241.716667,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,229.25,228.323,-0.927,-0.92,-0.515,0.405,-0.617,-2.0715,-1.4545,False,False,38.333333,44.816667,6.483333,0.02682204,27.777778,30.372222,2.594444,0.01073341,-0.069956,-0.674444,27.666596,28.681812,1.015216,0.00420002,-1.977069,-0.20812,-1.27237,-2.464778,-74.64,-302.141944,-1.24998391,True,True,True,UNKNOWN,UNKNOWN,False,True,38.33333333,27.666596,12.0397445,37.98072191,1001.075778,1.153180015,3.185075103,5.218395625,255.3341851,3.081302118,0.8063998207,70.46340824,19.53659176,182.5613861,832.5244444,100.0,45.0,28.68181152,12.14560867,36.00365272,998.611,1.146413559,2.976954961,3.946025628,270.1840228,2.976939606,-0.009561377861,34.59305995,55.40694005,268.5216108,530.3825,25.36,6.66666667,1.015215522,0.105864173,-1.977069194,-2.464777778,-0.006766455604,-0.2081201428,-1.272369997,14.84983771,-0.1043625122,-0.8159611985,-35.87034829,35.87034829,85.9602247,-302.1419444,-74.64,FROZEN_39_FULL_ENVIRONMENT,,True,2021|4|229.25|228.323,FROZEN_39
11be8bd4-5c39-5bd2-b24f-b6c87f0d885a__TO__fb947c1e-3d51-506f-bbbc-12ecbcdce5da,2021,INDY500_DAY1_2021,47,Conor Daly,ECR,11be8bd4-5c39-5bd2-b24f-b6c87f0d885a,fb947c1e-3d51-506f-bbbc-12ecbcdce5da,1.0,2.0,2021-05-22T17:49:06Z,2021-05-22T19:55:55Z,APPROXIMATE_POINT,APPROXIMATE_POINT,126.816667,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,230.427,230.273,-0.154,-0.904,-1.508,-0.604,-0.5935,-0.9555,-0.362,False,False,38.181481,46.919753,8.738272,0.06890476,27.625926,29.444444,1.818519,0.01433974,-0.054556,-1.0,27.726262,28.57287,0.846608,0.00667584,-6.547068,0.251215,-0.082653,-1.70675,-5.240278,-48.128611,-0.3795133,True,True,True,UNKNOWN,UNKNOWN,False,True,38.33333333,27.72626211,11.96836622,37.66091706,1001.027167,1.152923911,3.209451813,5.211900448,257.4610236,3.132901717,0.6967838788,70.40789802,19.59210198,185.4747832,830.9966667,100.0,46.11111111,28.57286992,9.83229919,31.11384889,999.3204167,1.148526402,3.460666993,5.12924793,254.3443364,3.3322792,0.9338797399,55.2676711,34.7323289,245.8365688,782.8680556,94.75972222,7.77777778,0.8466078101,-2.136067026,-6.547068171,-1.70675,-0.004397509064,0.2512151793,-0.08265251785,-3.116687233,0.1993774828,0.2370958611,-15.14022692,15.14022692,60.3617856,-48.12861111,-5.240277778,FROZEN_39_FULL_ENVIRONMENT,,True,2021|47|230.427|230.273,FROZEN_39
7d5d82b7-9765-51c9-b149-cb7de00d3905__TO__8ff02437-bce9-5d86-b3c7-906d93963538,2021,INDY500_DAY1_2021,60,Jack Harvey,Meyer Shank Racing,7d5d82b7-9765-51c9-b149-cb7de00d3905,8ff02437-bce9-5d86-b3c7-906d93963538,1.0,2.0,2021-05-22T17:58:16Z,2021-05-22T19:02:24Z,APPROXIMATE_POINT,APPROXIMATE_POINT,64.133333,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,225.496,230.191,4.695,-6.774,-0.46,6.314,-3.2365,-0.293,2.9435,True,True,37.841975,43.044444,5.202469,0.08111958,27.28642,28.977778,1.691358,0.02637253,-0.0216,-1.0,27.857528,28.719955,0.862427,0.01344741,-5.016539,-0.265414,-0.378085,-0.824222,0.0,47.244444,0.73665974,True,True,True,UNKNOWN,UNKNOWN,False,True,38.33333333,27.85752753,11.81133399,36.95734638,1000.920222,1.15236042,3.263080575,5.197611059,262.1400685,3.232425041,0.4462322168,70.14450964,19.85549036,191.7990594,827.6355556,100.0,42.77777778,28.71995483,10.37146973,31.94080695,1000.096,1.148667419,2.997666995,4.819526463,258.5143836,2.937637883,0.5969012288,63.88513055,26.11486945,227.6081415,874.88,100.0,4.44444445,0.8624273003,-1.439864265,-5.016539436,-0.8242222222,-0.003693000099,-0.2654135806,-0.3780845969,-3.62568489,-0.2947871582,0.1506690121,-6.25937909,6.25937909,35.8090821,47.24444444,0.0,FROZEN_39_FULL_ENVIRONMENT,,True,2021|60|225.496|230.191,FROZEN_39
4bfd7a23-3f35-5bcf-9655-c286d7ee30ed__TO__595096e7-98a7-552c-a5f8-f2f3eeb54d68,2021,INDY500_DAY1_2021,7,Felix Rosenqvist,Arrow McLaren,4bfd7a23-3f35-5bcf-9655-c286d7ee30ed,595096e7-98a7-552c-a5f8-f2f3eeb54d68,1.0,2.0,2021-05-22T17:35:46Z,2021-05-22T21:21:31Z,APPROXIMATE_POINT,APPROXIMATE_POINT,225.75,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,230.498,230.744,0.246,-0.544,-0.882,-0.338,-0.4075,-0.6145,-0.207,False,True,38.333333,45.555556,7.222222,0.03199213,27.777778,30.241358,2.46358,0.01091287,-0.073844,-1.181111,27.535331,28.738685,1.203354,0.00533047,-6.835474,0.203793,-0.541268,-1.918583,-95.793056,-224.718333,-0.99543005,True,True,True,UNKNOWN,UNKNOWN,False,True,38.33333333,27.53533057,12.19677672,38.68429259,1001.182722,1.153743379,3.131446342,5.232685013,250.6551402,2.954650787,1.037301749,70.44206527,19.55793473,176.1340984,835.8855556,100.0,45.55555556,28.73868498,10.31013613,31.84881853,999.2641389,1.147658636,3.335239173,4.691416907,257.8092547,3.260029582,0.7042921736,39.40800876,50.59199124,264.2653348,611.1672222,4.206944444,7.22222223,1.203354407,-1.886640591,-6.83547406,-1.918583333,-0.006084743181,0.2037928311,-0.5412681065,7.154114433,0.3053787948,-0.3330095752,-31.03405651,31.03405651,88.1312364,-224.7183333,-95.79305556,FROZEN_39_FULL_ENVIRONMENT,,True,2021|7|230.498|230.744,FROZEN_39
11bd473d-0cf3-56e2-9aa9-fb4487870c59__TO__f39f497a-d8a0-55e6-8bd1-ef646a4f6e71,2021,INDY500_DAY1_2021,86,Juan Pablo Montoya,Arrow McLaren,11bd473d-0cf3-56e2-9aa9-fb4487870c59,f39f497a-d8a0-55e6-8bd1-ef646a4f6e71,1.0,2.0,2021-05-22T17:11:36Z,2021-05-22T21:02:45Z,APPROXIMATE_POINT,APPROXIMATE_POINT,231.15,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,229.891,229.737,-0.154,-1.739,-1.427,0.312,-1.2495,-0.9495,0.3,True,False,37.955556,46.916667,8.961111,0.03876752,27.651852,30.0,2.348148,0.01015855,-0.078633,0.773333,26.791844,28.7749,1.983056,0.00857909,-7.188021,-0.152316,-0.8859,-2.26925,-94.229167,-74.458333,-0.32212128,True,True,True,UNKNOWN,UNKNOWN,False,True,36.66666667,26.79184387,12.25868286,40.52298474,1001.564667,1.157021417,3.301045214,5.463517227,221.4652468,2.18583872,2.473662991,69.46479418,20.53520582,159.796366,741.3,100.0,47.22222222,28.77489955,11.05526466,33.33496356,999.2954167,1.14727907,3.1487291,4.577617108,258.1176986,3.081260131,0.6483293535,42.98036621,47.01963379,260.8500721,666.8416667,5.770833333,10.55555555,1.983055674,-1.203418198,-7.188021178,-2.26925,-0.009742346392,-0.1523161132,-0.8859001189,36.65245181,0.8954214112,-1.825333637,-26.48442797,26.48442797,101.0537061,-74.45833333,-94.22916667,FROZEN_39_FULL_ENVIRONMENT,,True,2021|86|229.891|229.737,FROZEN_39
c2deab22-d3a0-5601-80f8-4cbf631c8f88__TO__b671a083-ccd6-5511-a882-53e7bf202c19,2021,INDY500_DAY1_2021,98,Marco Andretti,Andretti Herta w/ Marco & Curb-Agajanian,c2deab22-d3a0-5601-80f8-4cbf631c8f88,b671a083-ccd6-5511-a882-53e7bf202c19,1.0,2.0,2021-05-22T16:05:46Z,2021-05-22T18:54:55Z,APPROXIMATE_POINT,APPROXIMATE_POINT,169.15,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,229.261,229.872,0.611,-1.301,-1.767,-0.466,-0.963,-1.1255,-0.1625,False,True,34.444444,41.648148,7.203704,0.04258767,25.982716,28.512346,2.52963,0.01495495,-0.078922,-0.384444,24.653468,28.667756,4.014288,0.02373212,-20.952507,0.835384,0.391366,-1.070667,-6.438889,445.028333,2.63096857,True,True,True,UNKNOWN,UNKNOWN,False,True,34.44444444,24.65346817,14.55278021,53.51708989,1001.238444,1.163930844,2.18617056,4.480323762,197.8024282,0.6683902891,2.081488923,61.73261578,28.26738422,126.6940652,453.5633333,100.0,39.44444444,28.66775581,10.59282218,32.56458289,1000.167778,1.148867289,3.02155451,4.871690087,259.7735519,2.973553368,0.5364438648,64.91782566,25.08217434,224.3237158,898.5916667,93.56111111,5.0,4.014287635,-3.95995803,-20.952507,-1.070666667,-0.01506355459,0.8353839499,0.3913663254,61.97112372,2.305163079,-1.545045058,3.18520988,-3.18520988,97.6296506,445.0283333,-6.438888889,FROZEN_39_FULL_ENVIRONMENT,,True,2021|98|229.261|229.872,FROZEN_39
b671a083-ccd6-5511-a882-53e7bf202c19__TO__cb6ab391-510a-562a-a1bc-a173959477a0,2021,INDY500_DAY1_2021,98,Marco Andretti,Andretti Herta w/ Marco & Curb-Agajanian,b671a083-ccd6-5511-a882-53e7bf202c19,cb6ab391-510a-562a-a1bc-a173959477a0,2.0,3.0,2021-05-22T18:54:55Z,2021-05-22T21:25:30Z,APPROXIMATE_POINT,APPROXIMATE_POINT,150.583333,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,229.872,229.87,-0.002,-1.767,-0.827,0.94,-1.1255,-0.5965,0.529,True,False,41.648148,45.555556,3.907407,0.02594847,28.512346,30.388889,1.876543,0.01246183,-0.063389,0.7,28.667756,28.730998,0.063242,0.00041998,-1.031207,0.353273,-0.156119,-0.910278,-89.686111,-299.241667,-1.98721638,True,True,True,UNKNOWN,UNKNOWN,False,True,39.44444444,28.66775581,10.59282218,32.56458289,1000.167778,1.148867289,3.02155451,4.871690087,259.7735519,2.973553368,0.5364438648,64.91782566,25.08217434,224.3237158,898.5916667,93.56111111,45.55555556,28.73099823,10.1519783,31.53337567,999.2575,1.147737661,3.374827012,4.715571571,257.7437857,3.297908251,0.716420636,38.64661175,51.35338825,264.9614879,599.35,3.875,6.11111112,0.06324242486,-0.4408438789,-1.031207226,-0.9102777778,-0.001129628159,0.3532725027,-0.1561185165,-2.029766209,0.3243548832,0.1799767712,-26.27121391,26.27121391,40.6377721,-299.2416667,-89.68611111,FROZEN_39_FULL_ENVIRONMENT,,True,2021|98|229.872|229.87,FROZEN_39
