catalogue_index,id,series,description,startTime,start_utc,start_indianapolis,filename,analysisFilename,indy_keyword,qual_keyword,500_keyword,inferred_year
4728,4e88a49a90e64324a4cac3a85f679dc8:1,IndyCar,102nd Indianapolis 500 - Qualifying - Fast 9,1526849408,2018-05-20T20:50:08+00:00,2018-05-20T16:50:08-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/4e88a49a90e64324a4cac3a85f679dc8_1.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/4e88a49a90e64324a4cac3a85f679dc8_1.json,True,True,True,2018
4927,5250b13f10ce468d85c6ed97731ec2e3,IndyCar,103rd Indianapolis 500 - Qualifying,1558191253,2019-05-18T14:54:13+00:00,2019-05-18T10:54:13-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/5250b13f10ce468d85c6ed97731ec2e3.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/5250b13f10ce468d85c6ed97731ec2e3.json,True,True,True,2019
4928,5250b13f10ce468d85c6ed97731ec2e3:1,IndyCar,103rd Indianapolis 500 - Qualifying,1558207068,2019-05-18T19:17:48+00:00,2019-05-18T15:17:48-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/5250b13f10ce468d85c6ed97731ec2e3_1.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/5250b13f10ce468d85c6ed97731ec2e3_1.json,True,True,True,2019
4929,5250b13f10ce468d85c6ed97731ec2e3:2,IndyCar,103rd Indianapolis 500 - Qualifying,1558212588,2019-05-18T20:49:48+00:00,2019-05-18T16:49:48-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/5250b13f10ce468d85c6ed97731ec2e3_2.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/5250b13f10ce468d85c6ed97731ec2e3_2.json,True,True,True,2019
5400,59d903093fbc4717832e528ef0ac53a3,IndyCar,105th Running of the Indianapolis 500 - Qualifying,1621796096,2021-05-23T18:54:56+00:00,2021-05-23T14:54:56-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/59d903093fbc4717832e528ef0ac53a3.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/59d903093fbc4717832e528ef0ac53a3.json,True,True,True,2021
6875,741354db-854d-4c57-9949-3a79dc835598,IndyCar,110th Running of the Indianapolis 500 - Qualifications - Top 12,1779049655,2026-05-17T20:27:35+00:00,2026-05-17T16:27:35-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-05-17 20-27 IndyCar - 110th Running of the Indianapolis 500 - Qualifications - Top 12.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-05-17 20-27 IndyCar - 110th Running of the Indianapolis 500 - Qualifications - Top 12.json,True,True,True,2026
6891,74622252638746b2821d6822ae31527a,IndyCar,102nd Indianapolis 500 - Qualifying,1526741675,2018-05-19T14:54:35+00:00,2018-05-19T10:54:35-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/74622252638746b2821d6822ae31527a.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/74622252638746b2821d6822ae31527a.json,True,True,True,2018
7114,783a363f-d860-483f-812e-fe986b7952d7,IndyCar,109th Running of the Indianapolis 500 - Qualifications - Fast 6,1747602726,2025-05-18T21:12:06+00:00,2025-05-18T17:12:06-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-05-18 21-12 IndyCar - 109th Running of the Indianapolis 500 - Qualifications - Fast 6.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-05-18 21-12 IndyCar - 109th Running of the Indianapolis 500 - Qualifications - Fast 6.json,True,True,True,2025
8580,90cddd1b-24bc-4d0a-b2b1-dfd5048eb89d,IndyCar,Indianapolis 500 - Qualifying,1684699035,2023-05-21T19:57:15+00:00,2023-05-21T15:57:15-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-21 19-57 IndyCar - Indianapolis 500 - Qualifying.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-21 19-57 IndyCar - Indianapolis 500 - Qualifying.json,True,True,True,2023
9746,a2b295ca-3252-4082-ac05-368efcaf0786,IndyCar,Indianapolis 500 - Qualifying,1684691834,2023-05-21T17:57:14+00:00,2023-05-21T13:57:14-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-21 17-57 IndyCar - Indianapolis 500 - Qualifying.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-21 17-57 IndyCar - Indianapolis 500 - Qualifying.json,True,True,True,2023
10340,ac44583f83e048c7b1b4cdb0953074e1,IndyCar,104th Indianapolis 500 - Qualifying,1597597795,2020-08-16T17:09:55+00:00,2020-08-16T13:09:55-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/ac44583f83e048c7b1b4cdb0953074e1.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/ac44583f83e048c7b1b4cdb0953074e1.json,True,True,True,2020
10590,b09a5832-6df5-425e-9e52-b99abb3d2891,IndyCar,110th Running of the Indianapolis 500 - Qualifications - Day One,1779033437,2026-05-17T15:57:17+00:00,2026-05-17T11:57:17-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-05-17 15-57 IndyCar - 110th Running of the Indianapolis 500 - Qualifications - Day One.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-05-17 15-57 IndyCar - 110th Running of the Indianapolis 500 - Qualifications - Day One.json,True,True,True,2026
11277,bc2c9f21-9ca3-4c5c-b003-c497211b597c,IndyCar,110th Running of the Indianapolis 500 - Qualifications - Firestone Fast 6,1779055062,2026-05-17T21:57:42+00:00,2026-05-17T17:57:42-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-05-17 21-57 IndyCar - 110th Running of the Indianapolis 500 - Qualifications - Firestone Fast 6.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2026-05-17 21-57 IndyCar - 110th Running of the Indianapolis 500 - Qualifications - Firestone Fast 6.json,True,True,True,2026
11591,c1a9335c-8ae0-4e41-af89-f82cb8bdac25,IndyCar,109th Running of the Indianapolis 500 - Qualifications - Fast 6,1747606929,2025-05-18T22:22:09+00:00,2025-05-18T18:22:09-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-05-18 22-22 IndyCar - 109th Running of the Indianapolis 500 - Qualifications - Fast 6.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-05-18 22-22 IndyCar - 109th Running of the Indianapolis 500 - Qualifications - Fast 6.json,True,True,True,2025
12132,cb100469-8536-4dd6-9428-4370c1f02c79,IndyCar,109th Running of the Indianapolis 500 - Qualifications - Last Chance,1747598525,2025-05-18T20:02:05+00:00,2025-05-18T16:02:05-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-05-18 20-02 IndyCar - 109th Running of the Indianapolis 500 - Qualifications - Last Chance.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2025-05-18 20-02 IndyCar - 109th Running of the Indianapolis 500 - Qualifications - Last Chance.json,True,True,True,2025
12352,ceb845a6-cc87-48c3-838a-01e851f0b415,IndyCar,Indianapolis 500 - Qualifying,1684594638,2023-05-20T14:57:18+00:00,2023-05-20T10:57:18-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-20 14-57 IndyCar - Indianapolis 500 - Qualifying.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-20 14-57 IndyCar - Indianapolis 500 - Qualifying.json,True,True,True,2023
12820,d68de57785fb470aafef66da6c9bf572:1,IndyCar,103rd Indianapolis 500 - Qualifying,1558296688,2019-05-19T20:11:28+00:00,2019-05-19T16:11:28-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/d68de57785fb470aafef66da6c9bf572_1.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/d68de57785fb470aafef66da6c9bf572_1.json,True,True,True,2019
13665,e56a6d62-3bc9-481b-8bc0-3916c7780b97,IndyCar,Indianapolis 500 - Qualifying,1684702636,2023-05-21T20:57:16+00:00,2023-05-21T16:57:16-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-21 20-57 IndyCar - Indianapolis 500 - Qualifying.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2023-05-21 20-57 IndyCar - Indianapolis 500 - Qualifying.json,True,True,True,2023
14258,ef4ae689-9672-4f23-9c55-25eef9e064ca,IndyCar,108th Running of the Indianapolis 500 - Qualifications - Fast 6,1716149562,2024-05-19T20:12:42+00:00,2024-05-19T16:12:42-04:00,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-05-19 20-12 IndyCar - 108th Running of the Indianapolis 500 - Qualifications - Fast 6.zip,https://s3.us-east-005.backblazeb2.com/t71-archive/2024-05-19 20-12 IndyCar - 108th Running of the Indianapolis 500 - Qualifications - Fast 6.json,True,True,True,2024
