source_path,speed_hits,semantic_hits,text
weather/output/chronology_rescue_2022_adjudicated_evidence_v2.csv,,qualifying run,"R1G3-2022-51-BEFORE-MARCO,2022,INDY500_DAY1_2022,51,Takuma Sato,232.196,33,Failed Attempt,ORDERING_ONLY,,,,98,,THIS_ATTEMPT_BEFORE_MARCO_ANDRETTI_ATTEMPT,INDYCAR_OFFICIAL_EDITORIAL,https://www.indycar.com/news/2022/05/05-21-buzz,Paddock Buzz: Sato Sneaks into Fast 12 after Eventful Day,INDYCAR states Sato's 232.196 mph run was followed by Marco Andretti beginning the next qualifying run; Sato was penalized for impeding Andretti.,R1G3_SEEDED,ACCEPTED_EXISTING,True,False,False,Existing R1G.3 rescue evidence preserved unchanged semantically."
weather/output/chronology_rescue_2022_result_match_car_number_literal_repair_audit_v1.csv,226.108|230.345,,"﻿csv_row,attempt_id,official_result_row,v2_car_number,canonical_car_number,official_raw_car_number,canonical_driver,v2_driver,official_pdf_driver,canonical_speed_mph,v2_official_speed_mph,speed_matches,driver_identity_verified,official_literal_matches_canonical,classification 2,cef4544c-d721-54eb-bf70-ce8535756a5e,1,21,21,21,Rinus VeeKay,""VeeKay, Rinus"",""VeeKay, Rinus"",233.655,233.655,True,True,True,NO_LITERAL_REPAIR_REQUIRED 3,e2318f1b-020c-5e41-abb3-2159a17b3a27,2,5,5,5,Pato O'Ward,""O'Ward, Pato"",""O'Ward, Pato"",233.037,233.037,True,True,True,NO_LITERAL_REPAIR_REQUIRED 4,8c6dd650-69c2-52af-8840-a92c88cb517e,3,7,7,7,Felix Rosenqvist,""Rosenqvist, Felix"",""Rosenqvist, Felix"",232.775,232.775,True,True,True,NO_LITERAL_REPAIR_REQUIRED 5,e10faf3a-59f8-5528-9a9b-1ea63c1322c9,4,10,10,10,Alex Palou,""Palou, Alex"",""Palou, Alex"",232.774,232.774,True,True,True,NO_LITERAL_REPAIR_REQUIRED 6,a21e6e46-405e-5d8b-933f-63c35adeec21,5,1,1,1,Tony Kanaan,""Kanaan, Tony"",""Kanaan, Tony"",232.625,232.625,True,True,True,NO_LITERAL_REPAIR_REQUIRED 7,98dc390f-b38c-5384-b51e-9f479c8859a6,6,48,48,48,Jimmie Johnson,""Johnson, Jimmie"",""Johnson, Jimmie"",232.398,232.398,True,True,True,NO_LITERAL_REPAIR_REQUIRED 8,db54aa3f-0c36-5472-94f1-5c4555dd1a53,7,33,33,33,Ed Carpenter,""Carpenter, Ed"",""Carpenter, Ed"",232.397,232.397,True,True,True,NO_LITERAL_REPAIR_REQUIRED 9,6bdde501-b1fc-5382-8f09-3918fb5aa07e,8,8,8,8,Marcus Ericsson,""Ericsson, Marcus"",""Ericsson, Marcus"",232.275,232.275,True,True,True,NO_LITERAL_REPAIR_REQUIRED 10,a49549a1-2253-5bd5-9923-b0b7fdbb20d7,9,28,28,28,Romain Grosjean,""Grosjean, Romain"",""Grosjean, Romain"",232.201,232.201,True,True,True,NO_LITERAL_REPAIR_REQUIRED 11,ed8e8f45-6cb1-51cb-a3a7-3aa60a373517,10,9,9,9,Scott Dixon,""Dixon, Scott"",""Dixon, Scott"",232.151,232.151,True,True,True,NO_LITERAL_"
weather/output/unified_attempt_chronology_constraint_ledger_v3.csv,,qualifying run,"Official session start was 11:00 ET."",,,,,,, 2022,3f221659-74ff-5901-97dc-08071a734690,INDY500_DAY1_2022,51,Takuma Sato,1,ORDERING_ONLY,,,,,,,,,,DISALLOWED,True,False,False,Existing R1G.3 rescue evidence preserved unchanged semantically.,R1G3-2022-51-BEFORE-MARCO,R1G3_SEEDED,INDYCAR_OFFICIAL_EDITORIAL,Paddock Buzz: Sato Sneaks into Fast 12 after Eventful Day,https://www.indycar.com/news/2022/05/05-21-buzz,33,THIS_ATTEMPT_BEFORE_MARCO_ANDRETTI_ATTEMPT,INDYCAR states Sato's 232.196 mph run was followed by Marco Andretti beginning the next qualifying run; Sato was penalized for impeding Andretti.,,,,,,, 2022,3f221659-74ff-5901-97dc-08071a734690,INDY500_DAY1_2022,51,Takuma Sato,1,ORDERING_ONLY,,,,,,,,,,DISALLOWED,True,False,False,Ordering only."
weather/output/chronology_rescue_2022_ilott_sentence_local_adjudication_v1.csv,,second run,"13th to 33rd on the grid for the 2022 Indy 500 is set: 13 David Malukas 14 Josef Newgarden 15 Santino Ferrucci 16 Simon Pagenaud 17 JR Hildebrand 18 Conor Daly 19 Callum Ilott 20 Alexander Rossi 21 Graham Rahal 22 Sage Karam 23 Marco Andretti 24 Devlin DeFrancesco 25 Colton Herta 26 Scott McLaughlin 27 Helio Castroneves 28 Kyle Kirkwood 29 Dalton Kellett 30 Juan Pablo Montoya 31 Christian Lundgaard 32 Jack Harvey 33 Stefan Wilson Not long after a handful of second-runs on track, rain hit and delayed the session."",,,,,,,,,,FIRST:first run|SECOND:second run|LANE1:lane 1|QUEUE:queue,CONTEXT_JOIN_FALSE_POSITIVE,False,False,False,""Action/repeat/lane terms occur only in adjacent context, not in the Ilott sentence."
weather/output/chronology_rescue_2022_evidence_with_attempt_ids_v2.csv,,second attempt|qualifying run,"Official session start was 11:00 ET."",R1G3_SEEDED,ACCEPTED_EXISTING,True,False,False,Existing R1G.3 rescue evidence preserved unchanged semantically.,8c6dd650-69c2-52af-8840-a92c88cb517e,LINKED_BY_UNIQUE_RESULT_MATCH R1G3-2022-51-BEFORE-MARCO,2022,INDY500_DAY1_2022,51,Takuma Sato,232.196,33,Failed Attempt,ORDERING_ONLY,,,,98,,THIS_ATTEMPT_BEFORE_MARCO_ANDRETTI_ATTEMPT,INDYCAR_OFFICIAL_EDITORIAL,https://www.indycar.com/news/2022/05/05-21-buzz,Paddock Buzz: Sato Sneaks into Fast 12 after Eventful Day,INDYCAR states Sato's 232.196 mph run was followed by Marco Andretti beginning the next qualifying run; Sato was penalized for impeding Andretti.,R1G3_SEEDED,ACCEPTED_EXISTING,True,False,False,Existing R1G.3 rescue evidence preserved unchanged semantically.,3f221659-74ff-5901-97dc-08071a734690,LINKED_BY_UNIQUE_RESULT_MATCH R1G3-2022-SESSION-START,2022,INDY500_DAY1_2022,,,,,,SESSION_BOUNDARY,2022-05-21T15:00:00Z,2022-05-21T15:00:00Z,2022-05-21T15:00:00Z,,,,INDYCAR_OFFICIAL_EDITORIAL,https://www.indycar.com/News/2022/05/05-20-QualsChange,Start of Indy Qualifying Moved Up Saturday Due to Forecast,Official revised schedule sets Day 1 qualifying start at 11:00 ET on 21 May 2022.,R1G3_SEEDED,ACCEPTED_EXISTING,True,False,False,Existing R1G.3 rescue evidence preserved unchanged semantically.,,SESSION_LEVEL_OR_NO_RESULT_ROW R1G6-BDBAF01B5E1F4111,2022,INDY500_DAY1_2022,51,Takuma Sato,232.196,33,Failed Attempt,ORDERING_ONLY,,,,51,231.708,SATO_232.196_FAILED_ATTEMPT_BEFORE_SATO_231.708_SECOND_ATTEMPT,INDYCAR_OFFICIAL_EDITORIAL+INDYCAR_OFFICIAL_RESULTS,https://www.indycar.com/news/2022/05/05-21-day1-quals,2022 Day 1 Qualifying Recap,Official editorial states Sato was forced to make a second attempt after his first 232.196 mph run was disallowed."
weather/output/chronology_rescue_2022_repeat_pair_driver_eligibility_v1.csv,,retired,"Marco Andretti,2,63982b5e-7639-5140-a6a2-702a77c2fc85|c044edbc-0f6c-5aab-bdef-9c4156b50617,63982b5e-7639-5140-a6a2-702a77c2fc85:canonical=VALID_RETAINED;official=BLANK || c044edbc-0f6c-5aab-bdef-9c4156b50617:canonical=VALID_RETAINED;official=Retired,,True,ELIGIBLE_DECISION_RELEVANT_REPEAT_GROUP,INCLUDE,Driver is present in the frozen legacy decision-relevant repeat-pair denominator."
weather/output/performance_context_features.csv,,retired|withdrawn,"﻿attempt_id,session_id,entry_key,attempt_key,car_number,driver_name,car_attempt_index,performance_time_utc,performance_time_semantic,performance_timing_source,timing_class,timing_basis,attempt_class,result_status,result_counted_at_session_end,four_lap_total_seconds,four_lap_average_speed_mph,prior_supported_attempt_count,most_recent_supported_attempt_time_utc,seconds_since_prior_supported_attempt,prior_supported_attempt_average_speed_mph,prior_supported_attempt_total_seconds,best_prior_supported_average_speed_mph,best_prior_supported_total_seconds,speed_change_vs_prior_supported_attempt_mph,speed_change_vs_best_prior_supported_mph,performance_alignment_usable,decision_state_usable,leaderboard_state_complete,queue_state_available,derivation_rule_version,forecast_selection_class,availability_lag_minutes,availability_policy_id,availability_policy_hash,selected_issue_time_utc,selected_issue_age_minutes,before_forecast_snapshot_id,after_forecast_snapshot_id,before_valid_time_utc,after_valid_time_utc,before_forecast_lead_hours,after_forecast_lead_hours,before_valid_offset_minutes,after_valid_offset_minutes,interpolation_weight_after,forecast_available_before_target,forecast_available_after_target,leakage_safe,forecast_DPT_2m,forecast_DPT_2m_before,forecast_DPT_2m_after,forecast_DPT_2m_interpolation_method,forecast_DSWRF_surface,forecast_DSWRF_surface_before,forecast_DSWRF_surface_after,forecast_DSWRF_surface_interpolation_method,forecast_GUST_surface,forecast_GUST_surface_before,forecast_GUST_surface_after,forecast_GUST_surface_interpolation_method,forecast_PRES_surface,forecast_PRES_surface_before,forecast_PRES_surface_after,forecast_PRES_surface_interpolation_method,forecast_TCDC_atmosphere,forecast_TCDC_atmosphere_before,forecast_TCDC_atmosphere_after,forecast_TCDC_atmosph"
weather/output/official_api_record_semantics_records_v1.csv,226.108|230.345,,"﻿year,session_id,api_list_index,car_number,driver_name,status,position_finish,position_start,events_sessions_details_id,events_entrylist_id,qual_lap_1,qual_lap_2,qual_lap_3,qual_lap_4,elapsed_time,speed_avg 2020,5771,1,98,Marco Andretti,,1,,99787,33591,38.7635,38.8670,38.9664,39.0109,02:35.6078,231.351 2020,5771,2,28,Ryan Hunter-Reay,,2,,99788,33585,38.8512,38.8759,38.9241,38.9705,02:35.6217,231.33 2020,5771,3,27,Alexander Rossi,,3,,99789,33584,38.8122,38.8774,38.9814,38.9928,02:35.6638,231.268 2020,5771,4,29,James Hinchcliffe,,4,,99790,33601,38.8282,38.8948,38.9530,39.0366,02:35.7126,231.195 2020,5771,5,9,Scott Dixon,,5,,99791,33574,38.7626,38.9061,38.9957,39.0752,02:35.7396,231.155 2020,5771,6,21,Rinus VeeKay,,6,,99792,33581,38.8284,38.9562,38.9800,39.0028,02:35.7674,231.114 2020,5771,7,55,Alex Palou,,7,,99793,33587,38.8681,38.9254,38.9934,39.0344,02:35.8213,231.034 2020,5771,8,15,Graham Rahal,,8,,99794,33578,38.9438,38.9820,39.0050,39.0333,02:35.9641,230.822 2020,5771,9,30,Takuma Sato,,9,,99795,33586,38.9200,39.0011,39.0100,39.0533,02:35.9844,230.792 2020,5771,10,88,Colton Herta,,10,,99796,33590,38.8374,38.9965,39.0561,39.1062,02:35.9962,230.775 2020,5771,11,8,Marcus Ericsson,,11,,99797,33573,38.9144,39.0450,39.0506,39.1274,02:36.1374,230.566 2020,5771,12,45,Spencer Pigot,,12,,99798,33595,38.9063,38.9863,39.0861,39.1770,02:36.1557,230.539 2020,5771,13,1,Josef Newgarden,,13,,99799,33569,39.0573,39.0611,39.0767,39.1252,02:36.3203,230.296 2020,5771,14,10,Felix Rosenqvist,,14,,99800,33575,39.0221,39.0956,39.1045,39.1269,02:36.3491,230.254 2020,5771,15,5,Pato O'Ward,,15,,99801,33571,38.9932,39.0884,39.1237,39.1716,02:36.3769,230.213 2020,5771,16,20,Ed Carpenter,,16,,99802,33580,39.0060,39.0795,39.0909,39.2017,02:36.3781,230.211 2020,5771,17,26,Zach Veach,,17,,99803,33583,"
weather/output/unified_attempt_chronology_constraint_ledger_v4.csv,,qualifying run,"Official session start was 11:00 ET."",,,,,,, 2022,3f221659-74ff-5901-97dc-08071a734690,INDY500_DAY1_2022,51,Takuma Sato,1,ORDERING_ONLY,,,,,,,,,,DISALLOWED,True,False,False,Existing R1G.3 rescue evidence preserved unchanged semantically.,R1G3-2022-51-BEFORE-MARCO,R1G3_SEEDED,INDYCAR_OFFICIAL_EDITORIAL,Paddock Buzz: Sato Sneaks into Fast 12 after Eventful Day,https://www.indycar.com/news/2022/05/05-21-buzz,33,THIS_ATTEMPT_BEFORE_MARCO_ANDRETTI_ATTEMPT,INDYCAR states Sato's 232.196 mph run was followed by Marco Andretti beginning the next qualifying run; Sato was penalized for impeding Andretti.,,,,,,, 2022,3f221659-74ff-5901-97dc-08071a734690,INDY500_DAY1_2022,51,Takuma Sato,1,ORDERING_ONLY,,,,,,,,,,DISALLOWED,True,False,False,Ordering only."
weather/output/official_day1_results_attempt_rows_v1.csv,226.108|230.345,retired|withdrawn,"﻿year,source_file,source_line_number,result_row,car_number,driver_name_pdf,engine_tire,qual_lap_1,qual_lap_2,qual_lap_3,qual_lap_4,elapsed_time,speed_avg_mph,status,raw_line 2020,2020_5771_01_Results.txt,8,1,98,""Andretti, Marco"",D/H/F,38.7635,38.8670,38.9664,39.0109,02:35.6078,231.351,,"" 1 98 Andretti, Marco D/H/F 38.7635 38.8670 38.9664 39.0109 02:35.6078 231.351 Day 1"" 2020,2020_5771_01_Results.txt,9,2,28,""Hunter-Reay, Ryan"",D/H/F,38.8512,38.8759,38.9241,38.9705,02:35.6217,231.330,,"" 2 28 Hunter-Reay, Ryan D/H/F 38.8512 38.8759 38.9241 38.9705 02:35.6217 231.330 Day 1"" 2020,2020_5771_01_Results.txt,10,3,27,""Rossi, Alexander"",D/H/F,38.8122,38.8774,38.9814,38.9928,02:35.6638,231.268,,"" 3 27 Rossi, Alexander D/H/F 38.8122 38.8774 38.9814 38.9928 02:35.6638 231.268 Day 1"" 2020,2020_5771_01_Results.txt,11,4,29,""Hinchcliffe, James"",D/H/F,38.8282,38.8948,38.9530,39.0366,02:35.7126,231.195,,"" 4 29 Hinchcliffe, James D/H/F 38.8282 38.8948 38.9530 39.0366 02:35.7126 231.195 Day 1"" 2020,2020_5771_01_Results.txt,12,5,9,""Dixon, Scott"",D/H/F,38.7626,38.9061,38.9957,39.0752,02:35.7396,231.155,,"" 5 9 Dixon, Scott D/H/F 38.7626 38.9061 38.9957 39.0752 02:35.7396 231.155 Day 1"" 2020,2020_5771_01_Results.txt,13,6,21,""VeeKay, Rinus"",D/C/F,38.8284,38.9562,38.9800,39.0028,02:35.7674,231.114,,"" 6 21 VeeKay, Rinus D/C/F 38.8284 38.9562 38.9800 39.0028 02:35.7674 231.114 Day 1"" 2020,2020_5771_01_Results.txt,14,7,55,""Palou, Alex"",D/H/F,38.8681,38.9254,38.9934,39.0344,02:35.8213,231.034,,"" 7 55 Palou, Alex D/H/F 38.8681 38.9254 38.9934 39.0344 02:35.8213 231.034 Day 1"" 2020,2020_5771_01_Results.txt,15,8,15,""Rahal, Graham"",D/H/F,38.9438,38.9820,39.0050,39.0333,02:35.9641,230.822,,"" 8 15 Rahal, Graham D/H/F 38.9438 38.9820 39.0050 39.0333 02:35.9641 230.822 Day 1"" 2020,2020_5771_01_Results.txt,16"
weather/output/chronology_rescue_2022_adjudicated_evidence_v5.csv,,qualifying run,"R1G3-2022-51-BEFORE-MARCO,2022,INDY500_DAY1_2022,51,Takuma Sato,232.196,33,Failed Attempt,ORDERING_ONLY,,,,98,,THIS_ATTEMPT_BEFORE_MARCO_ANDRETTI_ATTEMPT,INDYCAR_OFFICIAL_EDITORIAL,https://www.indycar.com/news/2022/05/05-21-buzz,Paddock Buzz: Sato Sneaks into Fast 12 after Eventful Day,INDYCAR states Sato's 232.196 mph run was followed by Marco Andretti beginning the next qualifying run; Sato was penalized for impeding Andretti.,R1G3_SEEDED,ACCEPTED_EXISTING,True,False,False,Existing R1G.3 rescue evidence preserved unchanged semantically."
weather/output/chronology_rescue_2022_adjudicated_evidence_v4.csv,,qualifying run,"R1G3-2022-51-BEFORE-MARCO,2022,INDY500_DAY1_2022,51,Takuma Sato,232.196,33,Failed Attempt,ORDERING_ONLY,,,,98,,THIS_ATTEMPT_BEFORE_MARCO_ANDRETTI_ATTEMPT,INDYCAR_OFFICIAL_EDITORIAL,https://www.indycar.com/news/2022/05/05-21-buzz,Paddock Buzz: Sato Sneaks into Fast 12 after Eventful Day,INDYCAR states Sato's 232.196 mph run was followed by Marco Andretti beginning the next qualifying run; Sato was penalized for impeding Andretti.,R1G3_SEEDED,ACCEPTED_EXISTING,True,False,False,Existing R1G.3 rescue evidence preserved unchanged semantically."
weather/output/unified_attempt_chronology_constraint_ledger_v5.csv,,qualifying run,"Official session start was 11:00 ET."",,,,,,, 2022,3f221659-74ff-5901-97dc-08071a734690,INDY500_DAY1_2022,51,Takuma Sato,1,ORDERING_ONLY,,,,,,,,,,DISALLOWED,True,False,False,Existing R1G.3 rescue evidence preserved unchanged semantically.,R1G3-2022-51-BEFORE-MARCO,R1G3_SEEDED,INDYCAR_OFFICIAL_EDITORIAL,Paddock Buzz: Sato Sneaks into Fast 12 after Eventful Day,https://www.indycar.com/news/2022/05/05-21-buzz,33,THIS_ATTEMPT_BEFORE_MARCO_ANDRETTI_ATTEMPT,INDYCAR states Sato's 232.196 mph run was followed by Marco Andretti beginning the next qualifying run; Sato was penalized for impeding Andretti.,,,,,,, 2022,3f221659-74ff-5901-97dc-08071a734690,INDY500_DAY1_2022,51,Takuma Sato,1,ORDERING_ONLY,,,,,,,,,,DISALLOWED,True,False,False,Ordering only."
weather/output/chronology_rescue_2022_attempt_coverage_gap_audit_v1.csv,226.108|230.345,retired|withdrawn,"﻿attempt_id,session_id,year,car_number,driver_name,car_attempt_index,four_lap_average_speed_mph,canonical_result_status,attempt_class,official_result_row,official_status,chronology_evidence_rows,constraint_classes,has_bounded_interval,has_approximate_time,has_ordering_only,coverage_status,repeated_attempt,decision_status_candidate,rescue_priority,rescue_reason,canonical_mutated cef4544c-d721-54eb-bf70-ce8535756a5e,INDY500_DAY1_2022,2022,21,Rinus VeeKay,1,233.655,VALID_RETAINED,A_COMPLETE,1,,1,BOUNDED_INTERVAL,True,False,False,CHRONOLOGY_TIME_BOUNDED,False,False,LOW,Already has usable bounded chronology.,False e2318f1b-020c-5e41-abb3-2159a17b3a27,INDY500_DAY1_2022,2022,5,Pato O'Ward,1,233.037,VALID_RETAINED,A_COMPLETE,2,,1,BOUNDED_INTERVAL,True,False,False,CHRONOLOGY_TIME_BOUNDED,False,False,LOW,Already has usable bounded chronology.,False 8c6dd650-69c2-52af-8840-a92c88cb517e,INDY500_DAY1_2022,2022,7,Felix Rosenqvist,1,232.775,VALID_RETAINED,A_COMPLETE,3,,1,BOUNDED_INTERVAL,True,False,False,CHRONOLOGY_TIME_BOUNDED,False,False,LOW,Already has usable bounded chronology.,False e10faf3a-59f8-5528-9a9b-1ea63c1322c9,INDY500_DAY1_2022,2022,10,Alex Palou,1,232.774,VALID_RETAINED,A_COMPLETE,4,,0,,False,False,False,NO_CHRONOLOGY_EVIDENCE,False,False,MEDIUM,Complete attempt without current chronology evidence.,False a21e6e46-405e-5d8b-933f-63c35adeec21,INDY500_DAY1_2022,2022,1,Tony Kanaan,1,232.625,VALID_RETAINED,A_COMPLETE,5,,0,,False,False,False,NO_CHRONOLOGY_EVIDENCE,False,False,MEDIUM,Complete attempt without current chronology evidence.,False 98dc390f-b38c-5384-b51e-9f479c8859a6,INDY500_DAY1_2022,2022,48,Jimmie Johnson,1,232.398,VALID_RETAINED,A_COMPLETE,6,,0,,False,False,False,NO_CHRONOLOGY_EVIDENCE,False,False,MEDIUM,Complete attempt without current chronology evidence.,Fals"
weather/output/unified_attempt_chronology_constraint_ledger_v6.csv,,qualifying run,"Official session start was 11:00 ET."",,,,,,, 2022,3f221659-74ff-5901-97dc-08071a734690,INDY500_DAY1_2022,51,Takuma Sato,1,ORDERING_ONLY,,,,,,,,,,DISALLOWED,True,False,False,Existing R1G.3 rescue evidence preserved unchanged semantically.,R1G3-2022-51-BEFORE-MARCO,R1G3_SEEDED,INDYCAR_OFFICIAL_EDITORIAL,Paddock Buzz: Sato Sneaks into Fast 12 after Eventful Day,https://www.indycar.com/news/2022/05/05-21-buzz,33,THIS_ATTEMPT_BEFORE_MARCO_ANDRETTI_ATTEMPT,INDYCAR states Sato's 232.196 mph run was followed by Marco Andretti beginning the next qualifying run; Sato was penalized for impeding Andretti.,,,,,,, 2022,3f221659-74ff-5901-97dc-08071a734690,INDY500_DAY1_2022,51,Takuma Sato,1,ORDERING_ONLY,,,,,,,,,,DISALLOWED,True,False,False,Ordering only."
weather/output/chronology_rescue_2022_attempt_coverage_gap_audit_v2.csv,230.345,,"63982b5e-7639-5140-a6a2-702a77c2fc85,98,Marco Andretti,2,230.345,A_COMPLETE,,0,,NO_CHRONOLOGY,False,,False,,True,False,HIGH,Decision-relevant attempt has no chronology evidence."
weather/output/chronology_rescue_2022_attempt_coverage_gap_audit_v2.csv,226.108,retired,"c044edbc-0f6c-5aab-bdef-9c4156b50617,98,Marco Andretti,1,226.108,A_COMPLETE,Retired,0,,NO_CHRONOLOGY,False,,False,,False,True,HIGH,Decision-relevant attempt has no chronology evidence."
weather/output/chronology_rescue_2022_next_rescue_priority_v1.csv,226.108|230.345,retired|withdrawn,"﻿attempt_id,session_id,year,car_number,driver_name,car_attempt_index,four_lap_average_speed_mph,canonical_result_status,attempt_class,official_result_row,official_status,chronology_evidence_rows,constraint_classes,has_bounded_interval,has_approximate_time,has_ordering_only,coverage_status,repeated_attempt,decision_status_candidate,rescue_priority,rescue_reason,canonical_mutated 1e2facfd-2c67-5b5a-9556-04ef28eeb0d8,INDY500_DAY1_2022,2022,27,Alexander Rossi,1,231.341,VALID_RETAINED,A_COMPLETE,35,Withdrawn,0,,False,False,False,NO_CHRONOLOGY_EVIDENCE,False,True,HIGH,Official non-standard attempt/status likely contains decision or chronology information.,False 619575d3-e7eb-5cce-886f-0a8485b98eba,INDY500_DAY1_2022,2022,18,David Malukas,1,231.233,VALID_RETAINED,A_COMPLETE,36,Retired,0,,False,False,False,NO_CHRONOLOGY_EVIDENCE,False,True,HIGH,Official non-standard attempt/status likely contains decision or chronology information.,False 3cd6d98a-da75-5822-8dae-05e83ad8457c,INDY500_DAY1_2022,2022,77,Callum Ilott,1,230.212,VALID_RETAINED,A_COMPLETE,37,Retired,0,,False,False,False,NO_CHRONOLOGY_EVIDENCE,False,True,HIGH,Official non-standard attempt/status likely contains decision or chronology information.,False 8e0c8731-4ddc-515a-949e-7902dd01eaeb,INDY500_DAY1_2022,2022,24,Sage Karam,1,229.905,VALID_RETAINED,A_COMPLETE,38,Withdrawn,0,,False,False,False,NO_CHRONOLOGY_EVIDENCE,False,True,HIGH,Official non-standard attempt/status likely contains decision or chronology information.,False c044edbc-0f6c-5aab-bdef-9c4156b50617,INDY500_DAY1_2022,2022,98,Marco Andretti,1,226.108,VALID_RETAINED,A_COMPLETE,39,Retired,0,,False,False,False,NO_CHRONOLOGY_EVIDENCE,False,True,HIGH,Official non-standard attempt/status likely contains decision or chronology information.,False 01896a4f-c482-5093-a8"
weather/output/chronology_rescue_2022_repeat_pair_coverage_v1.csv,226.108|230.345,,"﻿car_number,driver_name,first_attempt_id,first_speed_mph,second_attempt_id,second_speed_mph,first_has_chronology,second_has_chronology,both_attempts_have_chronology,pair_has_action_evidence,pair_actions,pair_lanes 51,Takuma Sato,3f221659-74ff-5901-97dc-08071a734690,232.196,21e8c99e-b04c-516d-85a8-ccfbaed7ff46,231.708,True,False,False,False,, 18,David Malukas,619575d3-e7eb-5cce-886f-0a8485b98eba,231.233,85c917fa-1c7a-52cb-a47f-468b4bdae9a5,231.607,False,False,False,False,, 77,Callum Ilott,3cd6d98a-da75-5822-8dae-05e83ad8457c,230.212,8fa25fec-e5a6-5844-b3d7-f67c9dc91378,230.961,False,False,False,False,, 27,Alexander Rossi,1e2facfd-2c67-5b5a-9556-04ef28eeb0d8,231.341,b3147013-0fda-5982-bea1-85788019ef89,230.812,True,True,True,False,, 24,Sage Karam,8e0c8731-4ddc-515a-949e-7902dd01eaeb,229.905,2c453335-3a19-5653-8d5c-79d94db93028,230.464,False,False,False,False,, 98,Marco Andretti,c044edbc-0f6c-5aab-bdef-9c4156b50617,226.108,63982b5e-7639-5140-a6a2-702a77c2fc85,230.345,False,False,False,False,, 3,Scott McLaughlin,d2ae8749-6312-5afd-b193-dd23dc071124,231.543,43d9c081-67f5-5d6f-8b48-9db0ac683a6c,230.154,True,True,True,True,WITHDRAW_EXISTING_RESULT_AND_USE_LANE1,LANE_1 06,Helio Castroneves,01896a4f-c482-5093-a806-89bc4273641d,225.482,90eea27e-6e83-5e24-8428-811eae3ff157,229.63,False,False,False,False,,"
weather/output/chronology_rescue_2022_next_rescue_priority_v2.csv,226.108,retired,"c044edbc-0f6c-5aab-bdef-9c4156b50617,98,Marco Andretti,1,226.108,A_COMPLETE,Retired,0,,NO_CHRONOLOGY,False,,False,,False,True,HIGH,Decision-relevant attempt has no chronology evidence."
weather/output/chronology_rescue_2022_next_rescue_priority_v2.csv,230.345,,"63982b5e-7639-5140-a6a2-702a77c2fc85,98,Marco Andretti,2,230.345,A_COMPLETE,,0,,NO_CHRONOLOGY,False,,False,,True,False,HIGH,Decision-relevant attempt has no chronology evidence."
weather/output/chronology_rescue_2022_high_priority_editorial_target_summary_v1.csv,,retired|withdrawn,"﻿driver_name,high_priority_attempt_targets,attempt_ids,official_statuses,candidate_sentences,high_value_candidates,medium_value_candidates,best_candidate_score Alexander Rossi,2,1e2facfd-2c67-5b5a-9556-04ef28eeb0d8|b3147013-0fda-5982-bea1-85788019ef89,|Withdrawn,0,0,0,0 Callum Ilott,2,3cd6d98a-da75-5822-8dae-05e83ad8457c|8fa25fec-e5a6-5844-b3d7-f67c9dc91378,|Retired,0,0,0,0 Colton Herta,1,88fe3936-d77d-5a12-bdd7-0104979729da,Waved Off,0,0,0,0 David Malukas,2,619575d3-e7eb-5cce-886f-0a8485b98eba|85c917fa-1c7a-52cb-a47f-468b4bdae9a5,|Retired,0,0,0,0 Helio Castroneves,2,01896a4f-c482-5093-a806-89bc4273641d|90eea27e-6e83-5e24-8428-811eae3ff157,|Withdrawn,1,0,0,5 Marco Andretti,2,c044edbc-0f6c-5aab-bdef-9c4156b50617|63982b5e-7639-5140-a6a2-702a77c2fc85,|Retired,2,0,1,7 Sage Karam,3,8e0c8731-4ddc-515a-949e-7902dd01eaeb|4778bf12-3fb5-5321-b4ae-9dc2f0880c25|2c453335-3a19-5653-8d5c-79d94db93028,|No Attempt|Withdrawn,0,0,0,0 Stefan Wilson,1,f2811627-1280-5eea-845c-6057e526aaea,Incomplete,0,0,0,0 Takuma Sato,1,21e8c99e-b04c-516d-85a8-ccfbaed7ff46,,9,1,1,12"
weather/output/chronology_rescue_2022_karam_identity_evidence_v1.csv,230.345,,"(98) Marco Andretti, Honda, 02:36.2875 (230.345) 24."",False,True,False,False,False,False,False,230.464,False,Context discovery only."
weather/output/chronology_rescue_2022_high_priority_editorial_candidates_v1.csv,,retired,"R1G17-C0009,INDYCAR_OFFICIAL_EDITORIAL,weather/evidence/rescue/official_2022_editorial_chronology/article_text/INDYCAR_2022_SATO_BUZZ.txt,INDYCAR_2022_SATO_BUZZ,135,Marco Andretti,""Marco Andretti was furious when he came upon his slowing former Andretti Autosport teammate in the middle of Turn 3, and NTT INDYCAR SERIES officials later penalized Sato for impeding Andretti by invalidating his qualification."",FAILED_ATTEMPT,,later|when,2,c044edbc-0f6c-5aab-bdef-9c4156b50617|63982b5e-7639-5140-a6a2-702a77c2fc85,|Retired,7,MEDIUM,REVIEW_REQUIRED,Discovery candidate only."
