attempt_id,session_id,year,car_number,driver_name,car_attempt_index,four_lap_average_speed_mph,canonical_result_status,attempt_class,official_result_row,official_status,chronology_evidence_rows,constraint_classes,has_bounded_interval,has_approximate_time,has_ordering_only,coverage_status,repeated_attempt,decision_status_candidate,rescue_priority,rescue_reason,canonical_mutated
ee83729a-9032-52de-886d-f56814a402d2,INDY500_DAY1_2022,2022,14,Kyle Kirkwood,1,229.406,VALID_RETAINED,A_COMPLETE,28,,0,,False,False,False,NO_CHRONOLOGY_EVIDENCE,False,False,MEDIUM,Complete attempt without current chronology evidence.,False
ce3385d5-652c-5485-8ae9-aa95231574ad,INDY500_DAY1_2022,2022,4,Dalton Kellett,1,228.916,VALID_RETAINED,A_COMPLETE,29,,0,,False,False,False,NO_CHRONOLOGY_EVIDENCE,False,False,MEDIUM,Complete attempt without current chronology evidence.,False
bb599e9f-cbdc-5c79-9791-ce325ef01086,INDY500_DAY1_2022,2022,6,Juan Pablo Montoya,1,228.622,VALID_RETAINED,A_COMPLETE,30,,0,,False,False,False,NO_CHRONOLOGY_EVIDENCE,False,False,MEDIUM,Complete attempt without current chronology evidence.,False
b1fff6ff-974e-5d54-b847-db825d74fd15,INDY500_DAY1_2022,2022,30,Christian Lundgaard,1,227.053,VALID_RETAINED,A_COMPLETE,31,,0,,False,False,False,NO_CHRONOLOGY_EVIDENCE,False,False,MEDIUM,Complete attempt without current chronology evidence.,False
488dda2c-a88d-5f03-95ca-3decb53cd2c9,INDY500_DAY1_2022,2022,45,Jack Harvey,1,226.851,VALID_RETAINED,A_COMPLETE,32,,0,,False,False,False,NO_CHRONOLOGY_EVIDENCE,False,False,MEDIUM,Complete attempt without current chronology evidence.,False
3f221659-74ff-5901-97dc-08071a734690,INDY500_DAY1_2022,2022,51,Takuma Sato,1,232.196,DISALLOWED,A_COMPLETE,33,Failed Attempt,2,ORDERING_ONLY,False,False,True,CHRONOLOGY_ORDERING_ONLY,False,True,MEDIUM,Ordering recovered but no usable wall-clock interval.,False
d2ae8749-6312-5afd-b193-dd23dc071124,INDY500_DAY1_2022,2022,3,Scott McLaughlin,1,231.543,VALID_RETAINED,A_COMPLETE,34,Withdrawn,1,ORDERING_ONLY,False,False,True,CHRONOLOGY_ORDERING_ONLY,False,True,MEDIUM,Ordering recovered but no usable wall-clock interval.,False
1e2facfd-2c67-5b5a-9556-04ef28eeb0d8,INDY500_DAY1_2022,2022,27,Alexander Rossi,1,231.341,VALID_RETAINED,A_COMPLETE,35,Withdrawn,0,,False,False,False,NO_CHRONOLOGY_EVIDENCE,False,True,HIGH,Official non-standard attempt/status likely contains decision or chronology information.,False
619575d3-e7eb-5cce-886f-0a8485b98eba,INDY500_DAY1_2022,2022,18,David Malukas,1,231.233,VALID_RETAINED,A_COMPLETE,36,Retired,0,,False,False,False,NO_CHRONOLOGY_EVIDENCE,False,True,HIGH,Official non-standard attempt/status likely contains decision or chronology information.,False
3cd6d98a-da75-5822-8dae-05e83ad8457c,INDY500_DAY1_2022,2022,77,Callum Ilott,1,230.212,VALID_RETAINED,A_COMPLETE,37,Retired,0,,False,False,False,NO_CHRONOLOGY_EVIDENCE,False,True,HIGH,Official non-standard attempt/status likely contains decision or chronology information.,False
8e0c8731-4ddc-515a-949e-7902dd01eaeb,INDY500_DAY1_2022,2022,24,Sage Karam,1,229.905,VALID_RETAINED,A_COMPLETE,38,Withdrawn,0,,False,False,False,NO_CHRONOLOGY_EVIDENCE,False,True,HIGH,Official non-standard attempt/status likely contains decision or chronology information.,False
c044edbc-0f6c-5aab-bdef-9c4156b50617,INDY500_DAY1_2022,2022,98,Marco Andretti,1,226.108,VALID_RETAINED,A_COMPLETE,39,Retired,0,,False,False,False,NO_CHRONOLOGY_EVIDENCE,False,True,HIGH,Official non-standard attempt/status likely contains decision or chronology information.,False
01896a4f-c482-5093-a806-89bc4273641d,INDY500_DAY1_2022,2022,06,Helio Castroneves,1,225.482,VALID_RETAINED,A_COMPLETE,40,Withdrawn,0,,False,False,False,NO_CHRONOLOGY_EVIDENCE,False,True,HIGH,Official non-standard attempt/status likely contains decision or chronology information.,False
88fe3936-d77d-5a12-bdd7-0104979729da,INDY500_DAY1_2022,2022,26,Colton Herta,,,UNKNOWN,D_CHRONOLOGY_ONLY,41,Waved Off,0,,False,False,False,NO_CHRONOLOGY_TIME_CHRONOLOGY_ONLY_ATTEMPT,False,True,HIGH,Chronology-only official attempt object has identity but no usable timing/order.,False
a395f440-40c9-5b57-82bb-b5353a862b0f,INDY500_DAY1_2022,2022,2,Josef Newgarden,,,UNKNOWN,D_CHRONOLOGY_ONLY,42,No Attempt,1,DERIVED_BOUNDED_INTERVAL,True,False,False,CHRONOLOGY_TIME_BOUNDED,False,True,LOW,Already has usable bounded chronology.,False
f2811627-1280-5eea-845c-6057e526aaea,INDY500_DAY1_2022,2022,25,Stefan Wilson,,,UNKNOWN,D_CHRONOLOGY_ONLY,43,Incomplete,0,,False,False,False,NO_CHRONOLOGY_TIME_CHRONOLOGY_ONLY_ATTEMPT,False,True,HIGH,Chronology-only official attempt object has identity but no usable timing/order.,False
4778bf12-3fb5-5321-b4ae-9dc2f0880c25,INDY500_DAY1_2022,2022,24,Sage Karam,,,UNKNOWN,D_CHRONOLOGY_ONLY,44,No Attempt,0,,False,False,False,NO_CHRONOLOGY_TIME_CHRONOLOGY_ONLY_ATTEMPT,False,True,HIGH,Chronology-only official attempt object has identity but no usable timing/order.,False
