driver_name,recovery_prior_scenario,action,wait_scenario_count,mean_delta_spread_across_waits,q05_delta_spread_across_waits,q95_delta_spread_across_waits,wait_effect_identifiable,interpretation
Helio Castroneves,ALL_PRIMARY,REPEAT_LANE1_WITHDRAW_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Helio Castroneves,AT_OR_ABOVE_BASELINE_MEDIAN,STOP_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Helio Castroneves,AT_OR_ABOVE_BASELINE_MEDIAN,REPEAT_LANE2_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Helio Castroneves,AT_OR_ABOVE_BASELINE_MEDIAN,REPEAT_LANE1_WITHDRAW_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Helio Castroneves,LOW_BASELINE,STOP_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Helio Castroneves,LOW_BASELINE,REPEAT_LANE2_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Helio Castroneves,LOW_BASELINE,REPEAT_LANE1_WITHDRAW_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Marco Andretti,ALL_PRIMARY,STOP_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Marco Andretti,ALL_PRIMARY,REPEAT_LANE2_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Marco Andretti,ALL_PRIMARY,REPEAT_LANE1_WITHDRAW_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Marco Andretti,AT_OR_ABOVE_BASELINE_MEDIAN,STOP_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Marco Andretti,AT_OR_ABOVE_BASELINE_MEDIAN,REPEAT_LANE2_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Marco Andretti,AT_OR_ABOVE_BASELINE_MEDIAN,REPEAT_LANE1_WITHDRAW_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Marco Andretti,LOW_BASELINE,STOP_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Marco Andretti,LOW_BASELINE,REPEAT_LANE2_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Marco Andretti,LOW_BASELINE,REPEAT_LANE1_WITHDRAW_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Sage Karam,ALL_PRIMARY,STOP_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Sage Karam,ALL_PRIMARY,REPEAT_LANE2_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Sage Karam,ALL_PRIMARY,REPEAT_LANE1_WITHDRAW_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Sage Karam,AT_OR_ABOVE_BASELINE_MEDIAN,STOP_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Sage Karam,AT_OR_ABOVE_BASELINE_MEDIAN,REPEAT_LANE2_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Sage Karam,AT_OR_ABOVE_BASELINE_MEDIAN,REPEAT_LANE1_WITHDRAW_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Sage Karam,LOW_BASELINE,STOP_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Sage Karam,LOW_BASELINE,REPEAT_LANE2_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Sage Karam,LOW_BASELINE,REPEAT_LANE1_WITHDRAW_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Scott McLaughlin,ALL_PRIMARY,STOP_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Scott McLaughlin,ALL_PRIMARY,REPEAT_LANE2_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Scott McLaughlin,ALL_PRIMARY,REPEAT_LANE1_WITHDRAW_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Scott McLaughlin,AT_OR_ABOVE_BASELINE_MEDIAN,STOP_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Scott McLaughlin,AT_OR_ABOVE_BASELINE_MEDIAN,REPEAT_LANE2_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Scott McLaughlin,AT_OR_ABOVE_BASELINE_MEDIAN,REPEAT_LANE1_WITHDRAW_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Scott McLaughlin,LOW_BASELINE,STOP_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Scott McLaughlin,LOW_BASELINE,REPEAT_LANE2_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Scott McLaughlin,LOW_BASELINE,REPEAT_LANE1_WITHDRAW_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Takuma Sato,ALL_PRIMARY,STOP_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Takuma Sato,ALL_PRIMARY,REPEAT_LANE2_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Takuma Sato,ALL_PRIMARY,REPEAT_LANE1_WITHDRAW_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Takuma Sato,AT_OR_ABOVE_BASELINE_MEDIAN,STOP_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Takuma Sato,AT_OR_ABOVE_BASELINE_MEDIAN,REPEAT_LANE2_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Takuma Sato,AT_OR_ABOVE_BASELINE_MEDIAN,REPEAT_LANE1_WITHDRAW_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Takuma Sato,LOW_BASELINE,STOP_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Takuma Sato,LOW_BASELINE,REPEAT_LANE2_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Takuma Sato,LOW_BASELINE,REPEAT_LANE1_WITHDRAW_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
