year,field_name,value,count
2021,FirstName,Pato,1
2021,FirstName,Pietro,1
2021,FirstName,James,1
2021,FirstName,Graham,1
2021,FirstName,JR,1
2021,FirstName,Simon,1
2021,FirstName,Sebastien,1
2021,FirstName,Max,1
2021,IsDeleted,False,59
2021,LastName,Andretti,3
2021,LastName,Wilson,3
2021,LastName,Karam,3
2021,LastName,De Silvestro,3
2021,LastName,Herta,2
2021,LastName,VeeKay,2
2021,LastName,Castroneves,2
2021,LastName,Palou,2
2021,LastName,Jones,2
2021,LastName,Rosenqvist,2
2021,LastName,Sato,2
2021,LastName,Daly,2
2021,LastName,Harvey,2
2021,LastName,Newgarden,2
2021,LastName,Ferrucci,2
2021,LastName,Montoya,2
2021,LastName,Kellett,2
2021,LastName,Power,2
2021,LastName,Kimball,2
2021,LastName,Enerson,2
2021,LastName,Dixon,1
2021,LastName,Kanaan,1
2021,LastName,Carpenter,1
2021,LastName,Hunter-Reay,1
2021,LastName,Ericsson,1
2021,LastName,Rossi,1
2021,LastName,O'Ward,1
2021,LastName,Fittipaldi,1
2021,LastName,Hinchcliffe,1
2021,LastName,McLaughlin,1
2021,LastName,Rahal,1
2021,LastName,Hildebrand,1
2021,LastName,Pagenaud,1
2021,LastName,Bourdais,1
2021,LastName,Chilton,1
2021,TeamName,Team Penske,6
2021,TeamName,A.J. Foyt Enterprises,6
2021,TeamName,Chip Ganassi Racing,5
2021,TeamName,ECR,5
2021,TeamName,Andretti Autosport,5
2021,TeamName,Arrow McLaren,5
2021,TeamName,Rahal Letterman Lanigan Racing,5
2021,TeamName,Andretti Herta w/ Marco & Curb-Agajanian,3
2021,TeamName,Dreyer & Reinbold Racing,3
2021,TeamName,Paretta Autosport,3
2021,TeamName,Andretti Global w/ Curb-Agajanian,2
2021,TeamName,Meyer Shank w/ Curb-Agajanian,2
2021,TeamName,Dale Coyne Racing with Vasser-Sullivan,2
2021,TeamName,Meyer Shank Racing,2
2021,TeamName,Top Gun Racing,2
2021,TeamName,Dale Coyne Racing with RWR,1
2021,TeamName,Andretti Steinbrenner Autosport,1
2021,TeamName,Carlin,1
2022,CarNumber,24,3
2022,CarNumber,51,2
2022,CarNumber,18,2
2022,CarNumber,2,2
2022,CarNumber,77,2
2022,CarNumber,27,2
2022,CarNumber,98,2
2022,CarNumber,26,2
2022,CarNumber,3,2
2022,CarNumber,06,2
2022,CarNumber,21,1
2022,CarNumber,5,1
2022,CarNumber,7,1
2022,CarNumber,10,1
2022,CarNumber,1,1
2022,CarNumber,48,1
2022,CarNumber,33,1
2022,CarNumber,8,1
2022,CarNumber,28,1
2022,CarNumber,9,1
2022,CarNumber,12,1
2022,CarNumber,23,1
2022,CarNumber,60,1
2022,CarNumber,11,1
2022,CarNumber,20,1
2022,CarNumber,15,1
2022,CarNumber,29,1
2022,CarNumber,14,1
2022,CarNumber,4,1
2022,CarNumber,6,1
2022,CarNumber,30,1
2022,CarNumber,45,1
2022,CarNumber,25,1
2022,DriverName,Sage Karam,3
2022,DriverName,Takuma Sato,2
2022,DriverName,David Malukas,2
2022,DriverName,Josef Newgarden,2
2022,DriverName,Callum Ilott,2
2022,DriverName,Alexander Rossi,2
2022,DriverName,Marco Andretti,2
2022,DriverName,Colton Herta,2
2022,DriverName,Scott McLaughlin,2
2022,DriverName,Helio Castroneves,2
2022,DriverName,Rinus VeeKay,1
2022,DriverName,Pato O'Ward,1
2022,DriverName,Felix Rosenqvist,1
2022,DriverName,Alex Palou,1
2022,DriverName,Tony Kanaan,1
2022,DriverName,Jimmie Johnson,1
2022,DriverName,Ed Carpenter,1
2022,DriverName,Marcus Ericsson,1
2022,DriverName,Romain Grosjean,1
2022,DriverName,Scott Dixon,1
2022,DriverName,Will Power,1
2022,DriverName,Santino Ferrucci,1
2022,DriverName,Simon Pagenaud,1
2022,DriverName,JR Hildebrand,1
2022,DriverName,Conor Daly,1
2022,DriverName,Graham Rahal,1
2022,DriverName,Devlin DeFrancesco,1
2022,DriverName,Kyle Kirkwood,1
2022,DriverName,Dalton Kellett,1
2022,DriverName,Juan Pablo Montoya,1
2022,DriverName,Christian Lundgaard,1
2022,DriverName,Jack Harvey,1
2022,DriverName,Stefan Wilson,1
2022,DriverOverrideID,4247,3
2022,DriverOverrideID,3811,2
2022,DriverOverrideID,4636,2
2022,DriverOverrideID,4215,2
2022,DriverOverrideID,4939,2
2022,DriverOverrideID,4587,2
2022,DriverOverrideID,3608,2
2022,DriverOverrideID,4511,2
2022,DriverOverrideID,4932,2
2022,DriverOverrideID,3622,2
2022,DriverOverrideID,4614,1
2022,DriverOverrideID,4559,1
2022,DriverOverrideID,4588,1
2022,DriverOverrideID,4931,1
2022,DriverOverrideID,3648,1
2022,DriverOverrideID,4934,1
2022,DriverOverrideID,3620,1
2022,DriverOverrideID,4905,1
2022,DriverOverrideID,4935,1
2022,DriverOverrideID,3628,1
2022,DriverOverrideID,3667,1
2022,DriverOverrideID,4897,1
2022,DriverOverrideID,4276,1
2022,DriverOverrideID,3736,1
2022,DriverOverrideID,4218,1
2022,DriverOverrideID,3668,1
2022,DriverOverrideID,4940,1
2022,DriverOverrideID,4623,1
2022,DriverOverrideID,4416,1
2022,DriverOverrideID,4002,1
2022,DriverOverrideID,4938,1
2022,DriverOverrideID,4505,1
2022,DriverOverrideID,3803,1
2022,DriverUrl,/Drivers/Takuma-Sato,2
2022,DriverUrl,/Drivers/David-Malukas,2
2022,DriverUrl,/Drivers/Josef-Newgarden,2
2022,DriverUrl,/Drivers/Alexander-Rossi,2
2022,DriverUrl,/Drivers/Scott-McLaughlin,2
2022,DriverUrl,/Drivers/Helio-Castroneves,2
2022,DriverUrl,/Drivers/Rinus-VeeKay,1
2022,DriverUrl,/Drivers/Pato-OWard,1
2022,DriverUrl,/Drivers/Felix-Rosenqvist,1
2022,DriverUrl,/Drivers/Alex-Palou,1
2022,DriverUrl,/Drivers/Ed-Carpenter,1
2022,DriverUrl,/Drivers/Marcus-Ericsson,1
2022,DriverUrl,/Drivers/Romain-Grosjean,1
2022,DriverUrl,/Drivers/Scott-Dixon,1
2022,DriverUrl,/Drivers/Will-Power,1
2022,DriverUrl,/Drivers/Santino-Ferrucci,1
2022,DriverUrl,/Drivers/Conor-Daly,1
2022,DriverUrl,/Drivers/Graham-Rahal,1
2022,DriverUrl,/Drivers/Kyle-Kirkwood,1
2022,DriverUrl,/Drivers/Christian-Lundgaard,1
2022,DriverUrl,/Drivers/Jack-Harvey,1
2022,DriversID,4247,3
2022,DriversID,3811,2
2022,DriversID,4636,2
2022,DriversID,4215,2
2022,DriversID,4939,2
2022,DriversID,4587,2
2022,DriversID,3608,2
2022,DriversID,4511,2
2022,DriversID,4932,2
2022,DriversID,3622,2
2022,DriversID,4614,1
2022,DriversID,4559,1
2022,DriversID,4588,1
2022,DriversID,4931,1
2022,DriversID,3648,1
2022,DriversID,4934,1
2022,DriversID,3620,1
2022,DriversID,4905,1
2022,DriversID,4935,1
2022,DriversID,3628,1
2022,DriversID,3667,1
2022,DriversID,4897,1
2022,DriversID,4276,1
2022,DriversID,3736,1
2022,DriversID,4218,1
2022,DriversID,3668,1
2022,DriversID,4940,1
2022,DriversID,4623,1
2022,DriversID,4416,1
2022,DriversID,4002,1
2022,DriversID,4938,1
2022,DriversID,4505,1
2022,DriversID,3803,1
2022,EventsEntrylistID,34672,3
2022,EventsEntrylistID,34665,2
2022,EventsEntrylistID,34655,2
2022,EventsEntrylistID,34642,2
2022,EventsEntrylistID,34667,2
2022,EventsEntrylistID,34659,2
2022,EventsEntrylistID,34674,2
2022,EventsEntrylistID,34658,2
2022,EventsEntrylistID,34643,2
2022,EventsEntrylistID,34646,2
2022,EventsEntrylistID,34657,1
2022,EventsEntrylistID,34645,1
2022,EventsEntrylistID,34647,1
2022,EventsEntrylistID,34650,1
2022,EventsEntrylistID,34669,1
2022,EventsEntrylistID,34664,1
2022,EventsEntrylistID,34668,1
2022,EventsEntrylistID,34648,1
2022,EventsEntrylistID,34660,1
2022,EventsEntrylistID,34649,1
2022,EventsEntrylistID,34652,1
2022,EventsEntrylistID,34671,1
2022,EventsEntrylistID,34666,1
2022,EventsEntrylistID,34651,1
2022,EventsEntrylistID,34656,1
2022,EventsEntrylistID,34654,1
2022,EventsEntrylistID,34661,1
2022,EventsEntrylistID,34653,1
2022,EventsEntrylistID,34644,1
2022,EventsEntrylistID,34670,1
2022,EventsEntrylistID,34662,1
2022,EventsEntrylistID,34663,1
2022,EventsEntrylistID,34673,1
2022,EventsSessionsID,6033,44
2022,FirstName,Scott,3
2022,FirstName,Sage,3
2022,FirstName,Takuma,2
2022,FirstName,David,2
2022,FirstName,Josef,2
2022,FirstName,Callum,2
2022,FirstName,Alexander,2
2022,FirstName,Marco,2
2022,FirstName,Colton,2
2022,FirstName,Helio,2
2022,FirstName,Rinus,1
2022,FirstName,Pato,1
2022,FirstName,Felix,1
2022,FirstName,Alex,1
2022,FirstName,Tony,1
2022,FirstName,Jimmie,1
2022,FirstName,Ed,1
2022,FirstName,Marcus,1
2022,FirstName,Romain,1
2022,FirstName,Will,1
2022,FirstName,Santino,1
2022,FirstName,Simon,1
2022,FirstName,JR,1
2022,FirstName,Conor,1
2022,FirstName,Graham,1
2022,FirstName,Devlin,1
2022,FirstName,Kyle,1
2022,FirstName,Dalton,1
2022,FirstName,Juan Pablo,1
2022,FirstName,Christian,1
2022,FirstName,Jack,1
2022,FirstName,Stefan,1
2022,IsDeleted,False,44
2022,LastName,Karam,3
2022,LastName,Sato,2
2022,LastName,Malukas,2
2022,LastName,Newgarden,2
2022,LastName,Ilott,2
2022,LastName,Rossi,2
2022,LastName,Andretti,2
2022,LastName,Herta,2
2022,LastName,McLaughlin,2
2022,LastName,Castroneves,2
2022,LastName,VeeKay,1
2022,LastName,O'Ward,1
2022,LastName,Rosenqvist,1
2022,LastName,Palou,1
2022,LastName,Kanaan,1
2022,LastName,Johnson,1
2022,LastName,Carpenter,1
2022,LastName,Ericsson,1
2022,LastName,Grosjean,1
2022,LastName,Dixon,1
2022,LastName,Power,1
2022,LastName,Ferrucci,1
2022,LastName,Pagenaud,1
2022,LastName,Hildebrand,1
2022,LastName,Daly,1
2022,LastName,Rahal,1
2022,LastName,DeFrancesco,1
2022,LastName,Kirkwood,1
2022,LastName,Kellett,1
2022,LastName,Montoya,1
2022,LastName,Lundgaard,1
2022,LastName,Harvey,1
2022,LastName,Wilson,1
2022,QualLap1,0.0000,4
2022,QualLap1,38.7127,2
2022,QualLap1,38.3465,1
2022,QualLap1,38.5602,1
2022,QualLap1,38.5419,1
2022,QualLap1,38.5293,1
2022,QualLap1,38.5968,1
2022,QualLap1,38.6043,1
2022,QualLap1,38.6342,1
2022,QualLap1,38.6717,1
2022,QualLap1,38.6937,1
2022,QualLap1,38.6681,1
2022,QualLap1,38.7121,1
2022,QualLap1,38.5920,1
2022,QualLap1,38.7531,1
2022,QualLap1,38.7615,1
2022,QualLap1,38.8600,1
2022,QualLap1,38.7183,1
2022,QualLap1,38.8151,1
2022,QualLap1,38.8973,1
2022,QualLap1,38.9471,1
2022,QualLap1,38.9436,1
2022,QualLap1,38.9617,1
2022,QualLap1,38.8751,1
2022,QualLap1,39.0264,1
2022,QualLap1,39.0636,1
2022,QualLap1,39.0784,1
2022,QualLap1,39.1093,1
2022,QualLap1,39.1861,1
2022,QualLap1,39.2195,1
2022,QualLap1,39.5436,1
2022,QualLap1,39.0623,1
2022,QualLap1,38.7399,1
2022,QualLap1,38.6547,1
2022,QualLap1,38.6797,1
