path,key,value_type,value,year,session_id
root.records[36].DriverUrl,DriverUrl,str,/Drivers/Alexander-Rossi,2018,5320
root.records[36].ElapsedTime,ElapsedTime,str,02:39.1431,2018,5320
root.records[36].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[36].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[36].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[36].InLap,InLap,NoneType,None,2018,5320
root.records[36].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[36].QualLap1,QualLap1,str, 39.6725,2018,5320
root.records[36].QualLap2,QualLap2,str, 39.5854,2018,5320
root.records[36].QualLap3,QualLap3,str, 39.7919,2018,5320
root.records[36].QualLap4,QualLap4,str, 40.0933,2018,5320
root.records[37].DriverUrl,DriverUrl,str,/Drivers/Jack-Harvey,2018,5320
root.records[37].ElapsedTime,ElapsedTime,str,02:39.8348,2018,5320
root.records[37].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[37].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[37].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[37].InLap,InLap,NoneType,None,2018,5320
root.records[37].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[37].QualLap1,QualLap1,str, 39.9106,2018,5320
root.records[37].QualLap2,QualLap2,str, 39.9438,2018,5320
root.records[37].QualLap3,QualLap3,str, 39.9739,2018,5320
root.records[37].QualLap4,QualLap4,str, 40.0065,2018,5320
root.records[38].DriverUrl,DriverUrl,str,/Drivers/Graham-Rahal,2018,5320
root.records[38].ElapsedTime,ElapsedTime,str,02:39.8811,2018,5320
root.records[38].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[38].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[38].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[38].InLap,InLap,NoneType,None,2018,5320
root.records[38].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[38].QualLap1,QualLap1,str, 39.9211,2018,5320
root.records[38].QualLap2,QualLap2,str, 39.9389,2018,5320
