file,column,classes,semantic_type,target_rows,nonempty,coverage,unique_numeric,numeric_fraction,numeric_min,numeric_max,safe_weather_numeric,performance_or_outcome,availability_flag,direct_attempt_join
r4f3b_shared_state_linkage_thermal_fixed_v1.csv,year,YEAR,LOW_CARDINALITY_NUMERIC,50,50,1.0,3,1.0,2020.0,2023.0,False,False,False,False
r4f3b_shared_state_linkage_thermal_fixed_v1.csv,decision_time_utc,TIME,TIME_OR_DATETIME,50,50,1.0,0,0.0,,,False,False,False,False
r4f3b_shared_state_linkage_thermal_fixed_v1.csv,performance_attempt_exact_link,PERFORMANCE_OR_OUTCOME,TEXT_OR_MIXED,50,50,1.0,0,0.0,,,False,True,False,False
r4f3b_shared_state_linkage_thermal_fixed_v1.csv,performance_speed_mph,PERFORMANCE_OR_OUTCOME,CONTINUOUS_NUMERIC,50,50,1.0,50,1.0,220.946,233.398,False,True,False,False
r4f3b_shared_state_linkage_thermal_fixed_v1.csv,whole_field_window_context_20m_ready,WIND,TEXT_OR_MIXED,50,50,1.0,0,0.0,,,False,False,False,False
r4f3b_shared_state_linkage_thermal_fixed_v1.csv,ptsc_prior_observation_available,AVAILABILITY_FLAG,AVAILABILITY_FLAG,50,50,1.0,1,0.0,,,False,False,True,False
r4f3b_shared_state_linkage_thermal_fixed_v1.csv,ptsc_track_temp,TRACK_TEMP,EMPTY,50,0,0.0,0,0.0,,,False,False,False,False
r4f3b_shared_state_linkage_thermal_fixed_v1.csv,hrrr_decision_safe_cycle_available,AVAILABILITY_FLAG,AVAILABILITY_FLAG,50,50,1.0,1,0.0,,,False,False,True,False
r4f3b_shared_state_linkage_thermal_fixed_v1.csv,hrrr_selected_cycle_utc,TIME;FORECAST_METADATA_OR_VALUE,TIME_OR_DATETIME,50,50,1.0,0,0.0,,,False,False,False,False
r4f3b_shared_state_linkage_thermal_fixed_v1.csv,hrrr_supports_decision_time,TIME;FORECAST_METADATA_OR_VALUE,TIME_OR_DATETIME,50,50,1.0,0,0.0,,,False,False,False,False
r4f3b_shared_state_linkage_thermal_fixed_v1.csv,hrrr_supports_plus_30m,FORECAST_METADATA_OR_VALUE,TEXT_OR_MIXED,50,50,1.0,0,0.0,,,False,False,False,False
r4f3b_shared_state_linkage_thermal_fixed_v1.csv,wait_model_structural_available,AVAILABILITY_FLAG,AVAILABILITY_FLAG,50,50,1.0,1,0.0,,,False,False,True,False
r4f3b_shared_state_linkage_thermal_fixed_v1.csv,ptsc_selected_time_utc,TIME,TIME_OR_DATETIME,50,50,1.0,0,0.0,,,False,False,False,False
r4f3b_shared_state_linkage_thermal_fixed_v1.csv,ptsc_time_field_used,TIME,TIME_OR_DATETIME,50,50,1.0,0,0.0,,,False,False,False,False
r4f3b_shared_state_linkage_thermal_fixed_v1.csv,ptsc_track_temp_c,TRACK_TEMP,CONTINUOUS_NUMERIC,50,50,1.0,16,1.0,35.0,51.666667,True,False,False,False
r4f3b_shared_state_linkage_thermal_fixed_v1.csv,ptsc_track_temperature_value_available,AVAILABILITY_FLAG;TRACK_TEMP,AVAILABILITY_FLAG,50,50,1.0,1,0.0,,,False,False,True,False
r4f4_decision_window_residual_context_v1.csv,year,YEAR,LOW_CARDINALITY_NUMERIC,50,50,1.0,3,1.0,2020.0,2023.0,False,False,False,False
r4f4_decision_window_residual_context_v1.csv,decision_time_utc,TIME,TIME_OR_DATETIME,50,50,1.0,0,0.0,,,False,False,False,False
r4f4_decision_window_residual_context_v1.csv,performance_attempt_exact_link,PERFORMANCE_OR_OUTCOME,TEXT_OR_MIXED,50,50,1.0,0,0.0,,,False,True,False,False
r4f4_decision_window_residual_context_v1.csv,performance_speed_mph,PERFORMANCE_OR_OUTCOME,CONTINUOUS_NUMERIC,50,50,1.0,50,1.0,220.946,233.398,False,True,False,False
r4f4_decision_window_residual_context_v1.csv,whole_field_window_context_20m_ready,WIND,TEXT_OR_MIXED,50,50,1.0,0,0.0,,,False,False,False,False
r4f4_decision_window_residual_context_v1.csv,ptsc_prior_observation_available,AVAILABILITY_FLAG,AVAILABILITY_FLAG,50,50,1.0,1,0.0,,,False,False,True,False
r4f4_decision_window_residual_context_v1.csv,ptsc_track_temp,TRACK_TEMP,EMPTY,50,0,0.0,0,0.0,,,False,False,False,False
r4f4_decision_window_residual_context_v1.csv,hrrr_decision_safe_cycle_available,AVAILABILITY_FLAG,AVAILABILITY_FLAG,50,50,1.0,1,0.0,,,False,False,True,False
r4f4_decision_window_residual_context_v1.csv,hrrr_selected_cycle_utc,TIME;FORECAST_METADATA_OR_VALUE,TIME_OR_DATETIME,50,50,1.0,0,0.0,,,False,False,False,False
r4f4_decision_window_residual_context_v1.csv,hrrr_supports_decision_time,TIME;FORECAST_METADATA_OR_VALUE,TIME_OR_DATETIME,50,50,1.0,0,0.0,,,False,False,False,False
r4f4_decision_window_residual_context_v1.csv,hrrr_supports_plus_30m,FORECAST_METADATA_OR_VALUE,TEXT_OR_MIXED,50,50,1.0,0,0.0,,,False,False,False,False
r4f4_decision_window_residual_context_v1.csv,wait_model_structural_available,AVAILABILITY_FLAG,AVAILABILITY_FLAG,50,50,1.0,1,0.0,,,False,False,True,False
r4f4_decision_window_residual_context_v1.csv,ptsc_selected_time_utc,TIME,TIME_OR_DATETIME,50,50,1.0,0,0.0,,,False,False,False,False
r4f4_decision_window_residual_context_v1.csv,ptsc_time_field_used,TIME,TIME_OR_DATETIME,50,50,1.0,0,0.0,,,False,False,False,False
r4f4_decision_window_residual_context_v1.csv,ptsc_track_temp_c,TRACK_TEMP,CONTINUOUS_NUMERIC,50,50,1.0,16,1.0,35.0,51.666667,True,False,False,False
r4f4_decision_window_residual_context_v1.csv,ptsc_track_temperature_value_available,AVAILABILITY_FLAG;TRACK_TEMP,AVAILABILITY_FLAG,50,50,1.0,1,0.0,,,False,False,True,False
r4f4_decision_window_residual_context_v1.csv,residual_window_10m_car_count,WIND,LOW_CARDINALITY_NUMERIC,50,50,1.0,1,1.0,0.0,0.0,False,False,False,False
r4f4_decision_window_residual_context_v1.csv,residual_window_10m_median_mph,WIND,EMPTY,50,0,0.0,0,0.0,,,False,False,False,False
r4f4_decision_window_residual_context_v1.csv,residual_window_10m_mean_mph,WIND,EMPTY,50,0,0.0,0,0.0,,,False,False,False,False
r4f4_decision_window_residual_context_v1.csv,residual_window_10m_improve_fraction,WIND,EMPTY,50,0,0.0,0,0.0,,,False,False,False,False
r4f4_decision_window_residual_context_v1.csv,residual_window_20m_car_count,WIND,LOW_CARDINALITY_NUMERIC,50,50,1.0,1,1.0,0.0,0.0,False,False,False,False
r4f4_decision_window_residual_context_v1.csv,residual_window_20m_median_mph,WIND,EMPTY,50,0,0.0,0,0.0,,,False,False,False,False
r4f4_decision_window_residual_context_v1.csv,residual_window_20m_mean_mph,WIND,EMPTY,50,0,0.0,0,0.0,,,False,False,False,False
r4f4_decision_window_residual_context_v1.csv,residual_window_20m_improve_fraction,WIND,EMPTY,50,0,0.0,0,0.0,,,False,False,False,False
r4f4_decision_window_residual_context_v1.csv,residual_window_30m_car_count,WIND,LOW_CARDINALITY_NUMERIC,50,50,1.0,1,1.0,0.0,0.0,False,False,False,False
r4f4_decision_window_residual_context_v1.csv,residual_window_30m_median_mph,WIND,EMPTY,50,0,0.0,0,0.0,,,False,False,False,False
r4f4_decision_window_residual_context_v1.csv,residual_window_30m_mean_mph,WIND,EMPTY,50,0,0.0,0,0.0,,,False,False,False,False
r4f4_decision_window_residual_context_v1.csv,residual_window_30m_improve_fraction,WIND,EMPTY,50,0,0.0,0,0.0,,,False,False,False,False
r4f4_decision_window_residual_context_v1.csv,residual_window_45m_car_count,WIND,LOW_CARDINALITY_NUMERIC,50,50,1.0,1,1.0,0.0,0.0,False,False,False,False
r4f4_decision_window_residual_context_v1.csv,residual_window_45m_median_mph,WIND,EMPTY,50,0,0.0,0,0.0,,,False,False,False,False
r4f4_decision_window_residual_context_v1.csv,residual_window_45m_mean_mph,WIND,EMPTY,50,0,0.0,0,0.0,,,False,False,False,False
r4f4_decision_window_residual_context_v1.csv,residual_window_45m_improve_fraction,WIND,EMPTY,50,0,0.0,0,0.0,,,False,False,False,False
r4f4_decision_window_residual_context_v1.csv,residual_window_primary_ready,WIND,TEXT_OR_MIXED,50,50,1.0,0,0.0,,,False,False,False,False
r4f4_decision_window_residual_context_v1.csv,whole_field_latent_window_evidence_status,WIND,TEXT_OR_MIXED,50,50,1.0,0,0.0,,,False,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,year,YEAR,LOW_CARDINALITY_NUMERIC,40,40,1.0,4,1.0,2020.0,2024.0,False,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,decision_time_utc,TIME,TIME_OR_DATETIME,40,40,1.0,0,0.0,,,False,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,selected_hrrr_cycle_utc,TIME;FORECAST_METADATA_OR_VALUE,TIME_OR_DATETIME,40,40,1.0,0,0.0,,,False,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,actual_next_attempt_time_utc,TIME,TIME_OR_DATETIME,40,40,1.0,0,0.0,,,False,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,decision_time_safe,TIME,TIME_OR_DATETIME,40,40,1.0,0,0.0,,,False,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_now_temp_c,FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,15.623741,29.65947,False,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_now_dewpoint_c,FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,5.680533,20.083178,False,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_now_relative_humidity_pct,HUMIDITY;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,32.564583,69.656012,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_now_wind_speed_10m_ms,WIND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,0.408785,5.620006,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_now_wind_direction_deg,WIND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,2.676525,359.423259,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_now_pressure_hpa,PRESSURE;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,37,1.0,985.739833,1001.616333,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_now_gust_ms,WIND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,1.042208,7.482549,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_now_cloud_cover_pct,SOLAR_CLOUD;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,20,1.0,0.0,100.0,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_now_shortwave_radiation_wm2,SOLAR_CLOUD;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,578.860833,991.991111,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_available,AVAILABILITY_FLAG,AVAILABILITY_FLAG,40,40,1.0,1,0.0,,,False,False,True,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_temp_c,FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,15.798642,29.860368,False,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_temp_c,FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,20,1.0,-0.030955,0.290807,False,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_temp_c_per_min,FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,20,1.0,-0.0030955,0.02908071,False,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_dewpoint_c,FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,5.979636,19.994519,False,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_dewpoint_c,FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,20,1.0,-0.574023,0.299103,False,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_dewpoint_c_per_min,FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,20,1.0,-0.05740229,0.02991028,False,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_relative_humidity_pct,HUMIDITY;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,31.919321,68.223158,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_relative_humidity_pct,HUMIDITY;WEATHER_TREND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,20,1.0,-2.644363,0.723595,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_relative_humidity_pct_per_min,HUMIDITY;WEATHER_TREND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,20,1.0,-0.26443628,0.07235949,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_wind_speed_10m_ms,WIND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,0.421037,5.745064,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_wind_speed_10m_ms,WIND;WEATHER_TREND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,20,1.0,-0.083009,0.176085,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_wind_speed_10m_ms_per_min,WIND;WEATHER_TREND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,20,1.0,-0.00830094,0.0176085,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_wind_direction_deg,WIND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,5.947812,342.743765,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_wind_direction_deg,WIND;WEATHER_TREND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,-6.04801,9.566352,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_wind_direction_deg_per_min,WIND;WEATHER_TREND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,-0.60480103,0.95663517,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_pressure_hpa,PRESSURE;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,38,1.0,985.793361,1001.666333,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_pressure_hpa,PRESSURE;WEATHER_TREND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,19,1.0,-0.166667,0.183333,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_pressure_hpa_per_min,PRESSURE;WEATHER_TREND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,19,1.0,-0.01666667,0.01833333,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_gust_ms,WIND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,0.999018,7.688822,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_gust_ms,WIND;WEATHER_TREND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,20,1.0,-0.204438,0.220719,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_gust_ms_per_min,WIND;WEATHER_TREND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,20,1.0,-0.02044379,0.02207189,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_cloud_cover_pct,SOLAR_CLOUD;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,19,1.0,0.0,100.0,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_cloud_cover_pct,SOLAR_CLOUD;WEATHER_TREND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,12,1.0,-16.0,12.833333,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_cloud_cover_pct_per_min,SOLAR_CLOUD;WEATHER_TREND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,12,1.0,-1.6,1.28333333,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_shortwave_radiation_wm2,SOLAR_CLOUD;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,549.360833,994.657778,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_shortwave_radiation_wm2,SOLAR_CLOUD;WEATHER_TREND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,20,1.0,-42.7125,25.931944,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_shortwave_radiation_wm2_per_min,SOLAR_CLOUD;WEATHER_TREND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,20,1.0,-4.27125,2.59319444,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_available,AVAILABILITY_FLAG,AVAILABILITY_FLAG,40,40,1.0,1,0.0,,,False,False,True,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_temp_c,FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,15.973544,30.061265,False,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_20m_temp_c,FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,24,1.0,-0.06191,0.581614,False,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_20m_temp_c_per_min,FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,24,1.0,-0.0030955,0.02908071,False,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_dewpoint_c,FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,6.021354,19.905861,False,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_20m_dewpoint_c,FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,24,1.0,-1.148046,0.598206,False,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_20m_dewpoint_c_per_min,FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,24,1.0,-0.05740229,0.02991028,False,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_relative_humidity_pct,HUMIDITY;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,31.833948,66.790303,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_20m_relative_humidity_pct,HUMIDITY;WEATHER_TREND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,24,1.0,-5.288726,1.44719,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_20m_relative_humidity_pct_per_min,HUMIDITY;WEATHER_TREND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,24,1.0,-0.26443628,0.07235949,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_wind_speed_10m_ms,WIND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,0.433289,5.870123,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_20m_wind_speed_10m_ms,WIND;WEATHER_TREND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,24,1.0,-0.166019,0.35217,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_20m_wind_speed_10m_ms_per_min,WIND;WEATHER_TREND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,24,1.0,-0.00830094,0.0176085,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_wind_direction_deg,WIND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,12.459709,343.023056,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_20m_wind_direction_deg,WIND;WEATHER_TREND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,-12.387715,18.801641,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_20m_wind_direction_deg_per_min,WIND;WEATHER_TREND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,-0.61938577,0.94008205,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_pressure_hpa,PRESSURE;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,36,1.0,985.776694,1001.6955,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_20m_pressure_hpa,PRESSURE;WEATHER_TREND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,23,1.0,-0.333333,0.3875,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_20m_pressure_hpa_per_min,PRESSURE;WEATHER_TREND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,23,1.0,-0.01666667,0.019375,True,False,False,False
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_gust_ms,WIND;FORECAST_METADATA_OR_VALUE,CONTINUOUS_NUMERIC,40,40,1.0,40,1.0,0.990032,7.895094,True,False,False,False
