fused_decision_id,year,driver,assumed_time_remaining_minutes,current_result_speed_mph,benchmark_speed_mph,current_margin_to_benchmark_mph,benchmark_probability_crossover_status,first_tested_priority_reduction_percent_with_crossover,delta_benchmark_probability_at_crossover,withdraw_downside_probability_at_crossover,withdraw_no_result_probability_at_crossover,interpretation
DAY1::DAY1_2020_24_POST_FIRST_ATTEMPT,2020,Sage Karam,30,227.099,227.099,0.0,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_24_POST_FIRST_ATTEMPT,2020,Sage Karam,45,227.099,227.099,0.0,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_24_POST_FIRST_ATTEMPT,2020,Sage Karam,60,227.099,227.099,0.0,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_27_POST_FIRST_ATTEMPT,2020,Alexander Rossi,5,231.268,228.88,2.3880000000000052,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_27_POST_FIRST_ATTEMPT,2020,Alexander Rossi,10,231.268,228.88,2.3880000000000052,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_27_POST_FIRST_ATTEMPT,2020,Alexander Rossi,15,231.268,228.88,2.3880000000000052,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_27_POST_FIRST_ATTEMPT,2020,Alexander Rossi,20,231.268,228.88,2.3880000000000052,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_27_POST_FIRST_ATTEMPT,2020,Alexander Rossi,30,231.268,228.88,2.3880000000000052,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_27_POST_FIRST_ATTEMPT,2020,Alexander Rossi,45,231.268,228.88,2.3880000000000052,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_27_POST_FIRST_ATTEMPT,2020,Alexander Rossi,60,231.268,228.88,2.3880000000000052,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,5,231.33,229.861,1.4690000000000225,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,10,231.33,229.861,1.4690000000000225,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,15,231.33,229.861,1.4690000000000225,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,20,231.33,229.861,1.4690000000000225,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,30,231.33,229.861,1.4690000000000225,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,45,231.33,229.861,1.4690000000000225,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_28_POST_FIRST_ATTEMPT,2020,Ryan Hunter-Reay,60,231.33,229.861,1.4690000000000225,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,5,231.195,230.296,0.8990000000000009,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,10,231.195,230.296,0.8990000000000009,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,15,231.195,230.296,0.8990000000000009,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,20,231.195,230.296,0.8990000000000009,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,30,231.195,230.296,0.8990000000000009,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,45,231.195,230.296,0.8990000000000009,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_29_POST_FIRST_ATTEMPT,2020,James Hinchcliffe,60,231.195,230.296,0.8990000000000009,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,5,228.115,230.56,-2.444999999999993,CROSSOVER_WITHIN_TESTED_GRID,75,0.00025,0.9294,0.7466,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,10,228.115,230.56,-2.444999999999993,CROSSOVER_WITHIN_TESTED_GRID,75,0.00034999999999999994,0.8627,0.4988,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,15,228.115,230.56,-2.444999999999993,CROSSOVER_WITHIN_TESTED_GRID,25,0.00030000000000000003,0.86095,0.50155,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,20,228.115,230.56,-2.444999999999993,CROSSOVER_WITHIN_TESTED_GRID,50,0.0005,0.79095,0.24925,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,30,228.115,230.56,-2.444999999999993,CROSSOVER_WITHIN_TESTED_GRID,25,0.00015000000000000001,0.78615,0.24825,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,45,228.115,230.56,-2.444999999999993,CROSSOVER_WITHIN_TESTED_GRID,25,0.00015000000000000007,0.72725,0.0,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,60,228.115,230.56,-2.444999999999993,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,5,229.884,230.472,-0.5880000000000223,CROSSOVER_WITHIN_TESTED_GRID,75,0.2161,0.7637,0.7542,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,10,229.884,230.472,-0.5880000000000223,CROSSOVER_WITHIN_TESTED_GRID,75,0.21885,0.51875,0.49925,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,15,229.884,230.472,-0.5880000000000223,CROSSOVER_WITHIN_TESTED_GRID,25,0.21910000000000002,0.51945,0.50005,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,20,229.884,230.472,-0.5880000000000223,CROSSOVER_WITHIN_TESTED_GRID,50,0.21565,0.2763,0.24505,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,30,229.884,230.472,-0.5880000000000223,CROSSOVER_WITHIN_TESTED_GRID,25,0.21744999999999998,0.27895,0.24875,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,45,229.884,230.472,-0.5880000000000223,CROSSOVER_WITHIN_TESTED_GRID,25,0.21955000000000002,0.0405,0.0,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,60,229.884,230.472,-0.5880000000000223,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,5,228.747,230.296,-1.5489999999999782,CROSSOVER_WITHIN_TESTED_GRID,75,0.02615,0.8458,0.7511,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,10,228.747,230.296,-1.5489999999999782,CROSSOVER_WITHIN_TESTED_GRID,75,0.0265,0.6911,0.50165,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,15,228.747,230.296,-1.5489999999999782,CROSSOVER_WITHIN_TESTED_GRID,25,0.026400000000000003,0.6848,0.4992,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,20,228.747,230.296,-1.5489999999999782,CROSSOVER_WITHIN_TESTED_GRID,50,0.027450000000000002,0.53395,0.25115,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,30,228.747,230.296,-1.5489999999999782,CROSSOVER_WITHIN_TESTED_GRID,25,0.027800000000000005,0.53035,0.2483,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,45,228.747,230.296,-1.5489999999999782,CROSSOVER_WITHIN_TESTED_GRID,25,0.025800000000000003,0.37785,0.0,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,60,228.747,230.296,-1.5489999999999782,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,5,231.034,230.472,0.5619999999999834,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,10,231.034,230.472,0.5619999999999834,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,15,231.034,230.472,0.5619999999999834,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,20,231.034,230.472,0.5619999999999834,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,30,231.034,230.472,0.5619999999999834,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,45,231.034,230.472,0.5619999999999834,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_55_POST_FIRST_ATTEMPT,2020,Alex Palou,60,231.034,230.472,0.5619999999999834,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,5,225.819,230.56,-4.741000000000014,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,10,225.819,230.56,-4.741000000000014,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,15,225.819,230.56,-4.741000000000014,CROSSOVER_WITHIN_TESTED_GRID,25,5e-05,0.5852,0.4988,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,20,225.819,230.56,-4.741000000000014,CROSSOVER_WITHIN_TESTED_GRID,75,5e-05,0.17295,0.0,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,30,225.819,230.56,-4.741000000000014,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,45,225.819,230.56,-4.741000000000014,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,60,225.819,230.56,-4.741000000000014,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,5,228.768,228.88,-0.11199999999999477,CROSSOVER_WITHIN_TESTED_GRID,75,0.14315,0.8461,0.7503,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,10,228.768,228.88,-0.11199999999999477,CROSSOVER_WITHIN_TESTED_GRID,75,0.14725,0.6874,0.49975,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,15,228.768,228.88,-0.11199999999999477,CROSSOVER_WITHIN_TESTED_GRID,25,0.1446,0.69185,0.49855,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,20,228.768,228.88,-0.11199999999999477,CROSSOVER_WITHIN_TESTED_GRID,50,0.14629999999999999,0.53375,0.2487,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,30,228.768,228.88,-0.11199999999999477,CROSSOVER_WITHIN_TESTED_GRID,25,0.14294999999999997,0.5342,0.2477,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,45,228.768,228.88,-0.11199999999999477,CROSSOVER_WITHIN_TESTED_GRID,25,0.14734999999999993,0.3763,0.0,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,60,228.768,228.88,-0.11199999999999477,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,5,226.341,230.56,-4.218999999999994,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,10,226.341,230.56,-4.218999999999994,CROSSOVER_WITHIN_TESTED_GRID,75,0.00015000000000000001,0.57175,0.50025,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,15,226.341,230.56,-4.218999999999994,CROSSOVER_WITHIN_TESTED_GRID,25,0.00015,0.57475,0.50165,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,20,226.341,230.56,-4.218999999999994,CROSSOVER_WITHIN_TESTED_GRID,50,0.00019999999999999998,0.3488,0.24405,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,30,226.341,230.56,-4.218999999999994,CROSSOVER_WITHIN_TESTED_GRID,25,0.00025,0.35755,0.2499,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,45,226.341,230.56,-4.218999999999994,CROSSOVER_WITHIN_TESTED_GRID,25,0.00030000000000000003,0.1422,0.0,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,60,226.341,230.56,-4.218999999999994,NO_BENCHMARK_CROSSOVER_UP_TO_75_PERCENT,,,,,Benchmark-probability crossover only; not an optimal-action or utility threshold.
DAY1::DAY1_2020_7_POST_FIRST_ATTEMPT,2020,Oliver Askew,5,229.76,229.902,-0.1419999999999959,CROSSOVER_WITHIN_TESTED_GRID,75,0.1122,0.87475,0.74395,Benchmark-probability crossover only; not an optimal-action or utility threshold.
