transition_id,year,session_id,car_number,driver_name,team_name,before_attempt_id,after_attempt_id,before_run_index,after_run_index,before_time_utc,after_time_utc,before_time_class,after_time_class,elapsed_between_performance_observations_min,elapsed_semantic,before_four_lap_average_speed_mph,after_four_lap_average_speed_mph,delta_four_lap_average_speed_mph,before_lap1_to_lap4_delta_mph,after_lap1_to_lap4_delta_mph,delta_lap1_to_lap4_shape_mph,before_late_run_fade_mph,after_late_run_fade_mph,delta_late_run_fade_mph,fade_retention_improved,speed_improved,before_ptsc_track_c,after_ptsc_track_c,delta_ptsc_track_c,ptsc_track_change_rate_c_per_min,before_ptsc_ambient_c,after_ptsc_ambient_c,delta_ptsc_ambient_c,ptsc_ambient_change_rate_c_per_min,delta_ptsc_humidity,delta_ptsc_wind,before_forecast_temp_c,after_forecast_temp_c,delta_forecast_temp_c,forecast_temp_change_rate_c_per_min,delta_forecast_relative_humidity_pct,delta_forecast_wind_speed_10m_ms,delta_forecast_gust_ms,delta_forecast_pressure_hpa,delta_forecast_cloud_cover_pct,delta_forecast_shortwave_radiation_wm2,forecast_shortwave_change_rate_wm2_per_min,hrrr_pair_available,ptsc_pair_available,full_environment_pair_available,strategy_before_lane_action,strategy_after_lane_action,performance_dataset_inclusion_depends_on_action
01896a4f-c482-5093-a806-89bc4273641d__TO__90eea27e-6e83-5e24-8428-811eae3ff157,2022,INDY500_DAY1_2022,06,Helio Castroneves,Meyer Shank w/ Curb-Agajanian,01896a4f-c482-5093-a806-89bc4273641d,90eea27e-6e83-5e24-8428-811eae3ff157,1,2,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,225.482000,229.630000,4.148000,-17.744000,-1.461000,16.283000,-9.431500,-0.847000,8.584500,True,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
619575d3-e7eb-5cce-886f-0a8485b98eba__TO__85c917fa-1c7a-52cb-a47f-468b4bdae9a5,2022,INDY500_DAY1_2022,18,David Malukas,Dale Coyne Racing with HMD Motorsports,619575d3-e7eb-5cce-886f-0a8485b98eba,85c917fa-1c7a-52cb-a47f-468b4bdae9a5,1,2,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,231.233000,231.607000,0.374000,-0.639000,-1.282000,-0.643000,-0.428000,-1.468000,-1.040000,False,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
8e0c8731-4ddc-515a-949e-7902dd01eaeb__TO__2c453335-3a19-5653-8d5c-79d94db93028,2022,INDY500_DAY1_2022,24,Sage Karam,Dreyer & Reinbold Racing,8e0c8731-4ddc-515a-949e-7902dd01eaeb,2c453335-3a19-5653-8d5c-79d94db93028,1,2,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,229.905000,230.464000,0.559000,-4.344000,-0.774000,3.570000,-4.316500,-0.584000,3.732500,True,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
1e2facfd-2c67-5b5a-9556-04ef28eeb0d8__TO__b3147013-0fda-5982-bea1-85788019ef89,2022,INDY500_DAY1_2022,27,Alexander Rossi,Andretti Autosport,1e2facfd-2c67-5b5a-9556-04ef28eeb0d8,b3147013-0fda-5982-bea1-85788019ef89,1,2,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,231.341000,230.812000,-0.529000,-2.261000,-1.097000,1.164000,-2.001500,-0.829500,1.172000,True,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
d2ae8749-6312-5afd-b193-dd23dc071124__TO__43d9c081-67f5-5d6f-8b48-9db0ac683a6c,2022,INDY500_DAY1_2022,3,Scott McLaughlin,Team Penske,d2ae8749-6312-5afd-b193-dd23dc071124,43d9c081-67f5-5d6f-8b48-9db0ac683a6c,1,2,,,UNKNOWN,BOUNDED_INTERVAL,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,231.543000,230.154000,-1.389000,-2.373000,-0.396000,1.977000,-1.633500,-0.207500,1.426000,True,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
3f221659-74ff-5901-97dc-08071a734690__TO__21e8c99e-b04c-516d-85a8-ccfbaed7ff46,2022,INDY500_DAY1_2022,51,Takuma Sato,Dale Coyne Racing with RWR,3f221659-74ff-5901-97dc-08071a734690,21e8c99e-b04c-516d-85a8-ccfbaed7ff46,1,2,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,232.196000,231.708000,-0.488000,-0.544000,-1.261000,-0.717000,-0.483500,-0.953500,-0.470000,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
3cd6d98a-da75-5822-8dae-05e83ad8457c__TO__8fa25fec-e5a6-5844-b3d7-f67c9dc91378,2022,INDY500_DAY1_2022,77,Callum Ilott,Juncos Hollinger Racing,3cd6d98a-da75-5822-8dae-05e83ad8457c,8fa25fec-e5a6-5844-b3d7-f67c9dc91378,1,2,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,230.212000,230.961000,0.749000,-2.693000,-2.160000,0.533000,-1.526000,-1.394000,0.132000,True,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
c044edbc-0f6c-5aab-bdef-9c4156b50617__TO__63982b5e-7639-5140-a6a2-702a77c2fc85,2022,INDY500_DAY1_2022,98,Marco Andretti,Andretti Herta w/ Marco & Curb-Agajanian,c044edbc-0f6c-5aab-bdef-9c4156b50617,63982b5e-7639-5140-a6a2-702a77c2fc85,1,2,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,226.108000,230.345000,4.237000,-1.102000,-1.010000,0.092000,1.995000,-0.588000,-2.583000,False,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
5d44896c-c256-5478-aa5d-74307895b1b0__TO__f9447c70-a844-5937-8f80-cf8d2fce9771,2023,INDY500_DAY1_2023,06,Helio Castroneves,,5d44896c-c256-5478-aa5d-74307895b1b0,f9447c70-a844-5937-8f80-cf8d2fce9771,1,2,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,230.410000,231.954000,1.544000,-1.936000,-0.671000,1.265000,-2.411500,-0.404500,2.007000,True,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
55b6b39a-d64a-5a38-9dbc-84a9faac294b__TO__dd0ff96a-0d57-5ba5-8691-ebf2359edec4,2023,INDY500_DAY1_2023,11,Takuma Sato,,55b6b39a-d64a-5a38-9dbc-84a9faac294b,dd0ff96a-0d57-5ba5-8691-ebf2359edec4,1,2,2023-05-20T16:51:32Z,2023-05-20T19:48:58Z,APPROXIMATE_POINT,APPROXIMATE_POINT,177.433333,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,232.857000,233.322000,0.465000,-1.676000,-1.306000,0.370000,-1.061000,-1.057500,0.003500,True,True,40.483951,44.444444,3.960494,0.02232102,17.150617,18.888889,1.738272,0.00979676,-0.031644,0.113333,17.841793,18.675352,0.833559,0.00469787,1.249484,1.280710,1.691328,-0.491889,12.244444,-140.585333,-0.79232763,True,True,True,UNKNOWN,UNKNOWN,False
0051ca1a-7c05-591e-9776-995fe0689445__TO__6913fe23-0965-51fa-8577-ee1007d0f88d,2023,INDY500_DAY1_2023,12,Will Power,,0051ca1a-7c05-591e-9776-995fe0689445,6913fe23-0965-51fa-8577-ee1007d0f88d,1,2,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,232.330000,232.719000,0.389000,-1.036000,-0.724000,0.312000,-0.668000,-0.543500,0.124500,True,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
6913fe23-0965-51fa-8577-ee1007d0f88d__TO__8e15632d-6932-5877-a861-34ed691706e1,2023,INDY500_DAY1_2023,12,Will Power,,6913fe23-0965-51fa-8577-ee1007d0f88d,8e15632d-6932-5877-a861-34ed691706e1,2,,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,232.719000,232.710000,-0.009000,-0.724000,-0.724000,0.000000,-0.543500,-0.427000,0.116500,True,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
6d879c45-8d0a-5f3e-8231-8af530bf9285__TO__e1ec0551-73d2-567c-b806-24a928d89c9e,2023,INDY500_DAY1_2023,15,Graham Rahal,,6d879c45-8d0a-5f3e-8231-8af530bf9285,e1ec0551-73d2-567c-b806-24a928d89c9e,1,2,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,228.526000,228.915000,0.389000,-5.367000,-1.657000,3.710000,-3.195500,-0.853500,2.342000,True,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
e676cc29-ed11-5299-abcd-0696a7eb4668__TO__4e8f59ee-2017-5f6b-870a-8398a96b4eb9,2023,INDY500_DAY1_2023,18,David Malukas,,e676cc29-ed11-5299-abcd-0696a7eb4668,4e8f59ee-2017-5f6b-870a-8398a96b4eb9,1,2,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,230.779000,231.030000,0.251000,-0.731000,-1.142000,-0.411000,-0.633500,-0.825000,-0.191500,False,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
4e8f59ee-2017-5f6b-870a-8398a96b4eb9__TO__cf5e2385-35ca-51eb-a4d9-6ab7da79af04,2023,INDY500_DAY1_2023,18,David Malukas,,4e8f59ee-2017-5f6b-870a-8398a96b4eb9,cf5e2385-35ca-51eb-a4d9-6ab7da79af04,2,3,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,231.030000,231.769000,0.739000,-1.142000,-1.339000,-0.197000,-0.825000,-0.938500,-0.113500,False,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
ba018dfd-9f05-5b0d-adf9-6fee90441a6d__TO__100ef01c-38fa-59f4-a91f-a9a703ed7d2c,2023,INDY500_DAY1_2023,2,Josef Newgarden,,ba018dfd-9f05-5b0d-adf9-6fee90441a6d,100ef01c-38fa-59f4-a91f-a9a703ed7d2c,1,2,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,232.542000,232.402000,-0.140000,-1.260000,-0.451000,0.809000,-0.977500,-0.214500,0.763000,True,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
6ac7f239-a4c8-58cb-b816-ca8512d9e76b__TO__b33e0cec-e805-5abd-897a-65b4bd5a164a,2023,INDY500_DAY1_2023,20,Conor Daly,,6ac7f239-a4c8-58cb-b816-ca8512d9e76b,b33e0cec-e805-5abd-897a-65b4bd5a164a,1,2,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,232.433000,232.385000,-0.048000,-1.377000,-1.368000,0.009000,-0.963500,-0.836000,0.127500,True,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
11a85bb9-a5f7-54be-afd7-706bdf4d7c8c__TO__c86d0077-2b68-5d21-8710-1ed94d3da903,2023,INDY500_DAY1_2023,23,Ryan Hunter-Reay,,11a85bb9-a5f7-54be-afd7-706bdf4d7c8c,c86d0077-2b68-5d21-8710-1ed94d3da903,1,2,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,231.613000,232.133000,0.520000,-1.449000,-0.704000,0.745000,-1.232000,-0.517000,0.715000,True,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
c86d0077-2b68-5d21-8710-1ed94d3da903__TO__bc323143-126d-5650-815e-a8a6635437b3,2023,INDY500_DAY1_2023,23,Ryan Hunter-Reay,,c86d0077-2b68-5d21-8710-1ed94d3da903,bc323143-126d-5650-815e-a8a6635437b3,2,3,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,232.133000,232.081000,-0.052000,-0.704000,-1.302000,-0.598000,-0.517000,-1.004000,-0.487000,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
42d64630-9541-5086-8ac4-faa32bc37e7e__TO__29072f66-113f-50fd-9d79-f9256821f878,2023,INDY500_DAY1_2023,24,Stefan Wilson,,42d64630-9541-5086-8ac4-faa32bc37e7e,29072f66-113f-50fd-9d79-f9256821f878,1,2,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,231.356000,230.952000,-0.404000,-0.496000,-4.038000,-3.542000,-0.525500,-2.309500,-1.784000,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
29072f66-113f-50fd-9d79-f9256821f878__TO__111ee81b-a11a-5ab8-b5a4-9eadb4f12a70,2023,INDY500_DAY1_2023,24,Stefan Wilson,,29072f66-113f-50fd-9d79-f9256821f878,111ee81b-a11a-5ab8-b5a4-9eadb4f12a70,2,3,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,230.952000,231.648000,0.696000,-4.038000,-0.855000,3.183000,-2.309500,-0.976000,1.333500,True,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
a0403bbb-d597-5780-bb01-764b8a6d60c9__TO__3982bfeb-b062-5d85-ac65-0ba52f189ec5,2023,INDY500_DAY1_2023,26,Colton Herta,,a0403bbb-d597-5780-bb01-764b8a6d60c9,3982bfeb-b062-5d85-ac65-0ba52f189ec5,1,2,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,231.951000,231.288000,-0.663000,-0.761000,-5.793000,-5.032000,-0.440500,-3.252000,-2.811500,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
3982bfeb-b062-5d85-ac65-0ba52f189ec5__TO__94ddc0d9-ad14-53ef-acdc-7dbbb9f2ac67,2023,INDY500_DAY1_2023,26,Colton Herta,,3982bfeb-b062-5d85-ac65-0ba52f189ec5,94ddc0d9-ad14-53ef-acdc-7dbbb9f2ac67,2,3,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,231.288000,231.675000,0.387000,-5.793000,-1.332000,4.461000,-3.252000,-0.957500,2.294500,True,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
94ddc0d9-ad14-53ef-acdc-7dbbb9f2ac67__TO__d0b7a0c6-086c-53e9-8b7a-ef2ad8f92578,2023,INDY500_DAY1_2023,26,Colton Herta,,94ddc0d9-ad14-53ef-acdc-7dbbb9f2ac67,d0b7a0c6-086c-53e9-8b7a-ef2ad8f92578,3,,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,231.675000,231.828000,0.153000,-1.332000,-1.714000,-0.382000,-0.957500,-1.259500,-0.302000,False,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
dda33fdd-49c8-5082-a03d-252bf1a6fa49__TO__f9f206a7-b2ab-5eb9-8805-0d279c65164d,2023,INDY500_DAY1_2023,27,Kyle Kirkwood,,dda33fdd-49c8-5082-a03d-252bf1a6fa49,f9f206a7-b2ab-5eb9-8805-0d279c65164d,1,2,2023-05-20T17:14:58Z,2023-05-20T19:17:10Z,APPROXIMATE_POINT,APPROXIMATE_POINT,122.200000,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,232.390000,232.617000,0.227000,-1.174000,-1.289000,-0.115000,-0.853000,-0.810000,0.043000,True,True,42.219753,44.524691,2.304938,0.01886202,17.777778,18.413580,0.635802,0.00520297,-0.011444,2.431111,18.170627,18.915997,0.745370,0.00609959,0.926848,0.517709,0.746140,-1.303111,10.178333,-68.254444,-0.55854701,True,True,True,UNKNOWN,UNKNOWN,False
f9f206a7-b2ab-5eb9-8805-0d279c65164d__TO__970e09d9-9783-53a2-ac70-f2117bee1d09,2023,INDY500_DAY1_2023,27,Kyle Kirkwood,,f9f206a7-b2ab-5eb9-8805-0d279c65164d,970e09d9-9783-53a2-ac70-f2117bee1d09,2,3,2023-05-20T19:17:10Z,2023-05-20T20:10:26Z,APPROXIMATE_POINT,APPROXIMATE_POINT,53.266667,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,232.617000,232.662000,0.045000,-1.289000,-1.750000,-0.461000,-0.810000,-1.210500,-0.400500,False,True,44.524691,44.444444,-0.080247,-0.00150651,18.413580,18.888889,0.475309,0.00892319,0.004489,-0.260000,18.915997,18.623963,-0.292035,-0.00548250,1.995665,0.677453,1.011340,0.862833,1.093889,-125.893889,-2.36346475,True,True,True,UNKNOWN,UNKNOWN,False
f10d3a91-6f0d-59f0-9ea9-4db5cf6e44b9__TO__ab6f7ab5-b6ba-5e02-9560-f89bd35b575c,2023,INDY500_DAY1_2023,29,Devlin DeFrancesco,,f10d3a91-6f0d-59f0-9ea9-4db5cf6e44b9,ab6f7ab5-b6ba-5e02-9560-f89bd35b575c,1,2,2023-05-20T16:23:23Z,2023-05-20T19:04:53Z,APPROXIMATE_POINT,APPROXIMATE_POINT,161.500000,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,231.273000,231.353000,0.080000,-1.080000,-2.247000,-1.167000,-0.725500,-1.369500,-0.644000,False,True,38.153704,44.444444,6.290741,0.03895196,16.977160,18.708025,1.730864,0.01071743,-0.023489,2.376667,16.700479,18.888558,2.188079,0.01354847,-7.272429,0.184395,-0.026224,-1.728028,10.616667,-3.561917,-0.02205521,True,True,True,UNKNOWN,UNKNOWN,False
506daaba-7e0d-53d8-b6ec-c466d0af30b3__TO__d208b8e3-e26b-5e24-9235-a7bc3437ab10,2023,INDY500_DAY1_2023,3,Scott McLaughlin,,506daaba-7e0d-53d8-b6ec-c466d0af30b3,d208b8e3-e26b-5e24-9235-a7bc3437ab10,1,2,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,232.503000,232.677000,0.174000,-2.173000,-0.408000,1.765000,-1.334000,-0.341500,0.992500,True,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
04dd64f3-9175-537b-b611-47d98856e4b7__TO__2b14c17d-769c-504e-819b-55270bb93b13,2023,INDY500_DAY1_2023,33,Ed Carpenter,,04dd64f3-9175-537b-b611-47d98856e4b7,2b14c17d-769c-504e-819b-55270bb93b13,1,2,2023-05-20T16:05:13Z,2023-05-20T19:25:49Z,APPROXIMATE_POINT,APPROXIMATE_POINT,200.600000,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,232.620000,232.511000,-0.109000,-1.477000,-1.842000,-0.365000,-0.899500,-1.238000,-0.338500,False,False,36.497531,44.845062,8.347531,0.04161282,16.666667,18.733951,2.067284,0.01030550,-0.030256,-0.184444,16.348147,18.935320,2.587174,0.01289718,-9.735674,0.653951,0.607077,-1.092806,9.313333,-18.561083,-0.09252783,True,True,True,UNKNOWN,UNKNOWN,False
2b14c17d-769c-504e-819b-55270bb93b13__TO__55035890-97e8-57a3-a2e1-4845f4b05eb9,2023,INDY500_DAY1_2023,33,Ed Carpenter,,2b14c17d-769c-504e-819b-55270bb93b13,55035890-97e8-57a3-a2e1-4845f4b05eb9,2,3,2023-05-20T19:25:49Z,2023-05-20T20:47:30Z,APPROXIMATE_POINT,APPROXIMATE_POINT,81.683333,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,232.511000,232.689000,0.178000,-1.842000,-1.495000,0.347000,-1.238000,-0.643000,0.595000,True,True,44.845062,43.518519,-1.326543,-0.01624007,18.733951,18.888889,0.154938,0.00189682,-0.001122,0.503333,18.935320,18.338443,-0.596878,-0.00730722,2.439336,0.003672,0.185801,0.365639,3.277222,-227.626111,-2.78668979,True,True,True,UNKNOWN,UNKNOWN,False
f504e7df-42b4-563e-a2a2-529b0200caba__TO__d3cf5026-1b00-5bfb-8172-34a03ecce358,2023,INDY500_DAY1_2023,45,Christian Lundgaard,,f504e7df-42b4-563e-a2a2-529b0200caba,d3cf5026-1b00-5bfb-8172-34a03ecce358,1,2,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,230.522000,230.859000,0.337000,-0.491000,-0.667000,-0.176000,-0.167500,-0.369000,-0.201500,False,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
d3cf5026-1b00-5bfb-8172-34a03ecce358__TO__c8919a56-98b9-5688-90ea-6aa29ed080e0,2023,INDY500_DAY1_2023,45,Christian Lundgaard,,d3cf5026-1b00-5bfb-8172-34a03ecce358,c8919a56-98b9-5688-90ea-6aa29ed080e0,2,3,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,230.859000,231.056000,0.197000,-0.667000,-0.704000,-0.037000,-0.369000,-0.558000,-0.189000,False,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
c8919a56-98b9-5688-90ea-6aa29ed080e0__TO__b817b1da-3d3e-5619-bf2d-926dc0e7bfd0,2023,INDY500_DAY1_2023,45,Christian Lundgaard,,c8919a56-98b9-5688-90ea-6aa29ed080e0,b817b1da-3d3e-5619-bf2d-926dc0e7bfd0,3,4,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,231.056000,230.615000,-0.441000,-0.704000,-0.604000,0.100000,-0.558000,-0.407000,0.151000,True,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
945afc8b-1f85-54cf-a7c0-a36c707605f6__TO__7d60bb86-6562-54bb-b274-1e7b707149cf,2023,INDY500_DAY1_2023,51,Sting Ray Robb,,945afc8b-1f85-54cf-a7c0-a36c707605f6,7d60bb86-6562-54bb-b274-1e7b707149cf,1,2,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,229.955000,230.218000,0.263000,-0.566000,-1.573000,-1.007000,-0.487000,-0.919500,-0.432500,False,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
7d60bb86-6562-54bb-b274-1e7b707149cf__TO__aaf63a9f-e624-503d-accf-8f1798a60779,2023,INDY500_DAY1_2023,51,Sting Ray Robb,,7d60bb86-6562-54bb-b274-1e7b707149cf,aaf63a9f-e624-503d-accf-8f1798a60779,2,3,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,230.218000,230.740000,0.522000,-1.573000,-0.818000,0.755000,-0.919500,-0.506500,0.413000,True,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
9c85ad9a-de5a-5a03-9262-9ef6823db9e8__TO__f684d582-76d7-5411-83d0-39af174901c3,2023,INDY500_DAY1_2023,6,Felix Rosenqvist,,9c85ad9a-de5a-5a03-9262-9ef6823db9e8,f684d582-76d7-5411-83d0-39af174901c3,1,2,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,233.099000,233.947000,0.848000,-0.878000,-0.957000,-0.079000,-0.478000,-0.743500,-0.265500,False,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
368dae23-2a23-508f-9f4a-968aafca6e0d__TO__09fab927-89b4-520d-aad1-456ac5f4f11a,2023,INDY500_DAY1_2023,60,Simon Pagenaud,,368dae23-2a23-508f-9f4a-968aafca6e0d,09fab927-89b4-520d-aad1-456ac5f4f11a,1,2,,,UNKNOWN,UNKNOWN,,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,231.687000,231.878000,0.191000,0.151000,-0.273000,-0.424000,0.025000,-0.143500,-0.168500,False,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,UNKNOWN,UNKNOWN,False
09f4cf1e-3fb8-5bfc-808c-b733eb495b54__TO__fdb7fb74-bf21-54a6-8668-36c035e40628,2023,INDY500_DAY1_2023,66,Tony Kanaan,,09f4cf1e-3fb8-5bfc-808c-b733eb495b54,fdb7fb74-bf21-54a6-8668-36c035e40628,1,2,2023-05-20T16:00:52Z,2023-05-20T18:58:45Z,APPROXIMATE_POINT,APPROXIMATE_POINT,177.883333,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,232.446000,232.620000,0.174000,-1.889000,-1.376000,0.513000,-1.402500,-0.907000,0.495500,True,True,36.175309,44.444444,8.269136,0.04648629,16.666667,18.888889,2.222222,0.01249258,-0.048844,0.608889,16.263781,18.869321,2.605540,0.01464746,-9.745448,0.282334,-0.017943,-1.589917,9.820556,32.263722,0.18137575,True,True,True,UNKNOWN,UNKNOWN,False
fdb7fb74-bf21-54a6-8668-36c035e40628__TO__d1af19f4-254b-5058-b545-543906d4584e,2023,INDY500_DAY1_2023,66,Tony Kanaan,,fdb7fb74-bf21-54a6-8668-36c035e40628,d1af19f4-254b-5058-b545-543906d4584e,2,3,2023-05-20T18:58:45Z,2023-05-20T20:33:51Z,APPROXIMATE_POINT,APPROXIMATE_POINT,95.100000,BETWEEN_PERFORMANCE_OBSERVATIONS_NOT_QUEUE_WAIT,232.620000,233.347000,0.727000,-1.376000,-1.394000,-0.018000,-0.907000,-0.676500,0.230500,True,True,44.444444,44.301852,-0.142593,-0.00149940,18.888889,18.888889,0.000000,0.00000000,0.017433,-2.640000,18.869321,18.288198,-0.581123,-0.00611065,3.036635,0.522518,0.950205,1.042750,8.540000,-256.291667,-2.69497021,True,True,True,UNKNOWN,UNKNOWN,False
